TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.087177	0.004361	0.012066	0.032404	0.017526	0.015066	0.017615	0.019178	0.030025	0.015573	0.060215	0.023232	0.111179	0.012131	0.542251
A	0.041648	0.012437	0.315743	0.139257	0.108240	0.015760	0.010880	0.034023	0.077131	0.003274	0.004974	0.001314	0.005043	0.025405	0.204870
person	0.011080	0.015204	0.006489	0.012741	0.056619	0.058221	0.039056	0.038916	0.062687	0.013894	0.005297	0.002745	0.001750	0.012377	0.662925
is	0.021693	0.004782	0.001902	0.001663	0.167048	0.061479	0.070989	0.284093	0.237529	0.020693	0.007593	0.003408	0.009766	0.014256	0.093106
at	0.031272	0.005736	0.003490	0.003017	0.004555	0.022431	0.591865	0.229763	0.007402	0.013146	0.001704	0.018522	0.016989	0.037121	0.012986
a	0.056890	0.003103	0.016425	0.011919	0.018525	0.017032	0.634354	0.038248	0.021824	0.007937	0.005697	0.012939	0.066310	0.039514	0.049283
diner	0.002239	0.002515	0.000451	0.000469	0.000729	0.002371	0.004467	0.002181	0.001030	0.002983	0.000840	0.001305	0.000995	0.002900	0.974526
,	0.033762	0.005721	0.002787	0.003743	0.011581	0.008940	0.003728	0.013166	0.172449	0.327370	0.106033	0.016260	0.128687	0.088285	0.077489
ordering	0.020398	0.000825	0.000299	0.000106	0.000132	0.000509	0.000491	0.000315	0.003844	0.292274	0.111205	0.018906	0.429302	0.033253	0.088142
an	0.019527	0.000929	0.003478	0.001254	0.000446	0.000206	0.008890	0.000480	0.007447	0.011551	0.035550	0.076242	0.762560	0.035437	0.036005
o	0.001486	0.001050	0.000784	0.000527	0.000876	0.000464	0.001593	0.000617	0.008101	0.024082	0.007024	0.131895	0.069700	0.006202	0.745599
##mel	0.000366	0.001048	0.000146	0.000014	0.000082	0.000145	0.000177	0.000048	0.000416	0.001717	0.001124	0.002081	0.001482	0.000923	0.990231
##ette	0.001565	0.001035	0.000909	0.001262	0.003418	0.001496	0.009033	0.000604	0.018097	0.031317	0.062847	0.018714	0.343183	0.007223	0.499297
.	0.017808	0.005335	0.012499	0.033444	0.033048	0.008653	0.007789	0.004872	0.025188	0.019440	0.020120	0.005868	0.051958	0.009572	0.744405
[SEP]	0.000813	0.000314	0.000936	0.000380	0.000351	0.000437	0.001154	0.000295	0.000660	0.000371	0.000266	0.000203	0.000257	0.000474	0.993089
