TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.063081	0.071831	0.025623	0.010460	0.004844	0.002263	0.011210	0.004045	0.006323	0.000986	0.000743	0.000715	0.003176	0.037786	0.756913
A	0.042396	0.046367	0.112885	0.083606	0.004971	0.001870	0.014458	0.028951	0.023915	0.001105	0.000856	0.001568	0.007455	0.051617	0.577979
person	0.022038	0.052551	0.049795	0.140853	0.034844	0.016449	0.013508	0.024287	0.031182	0.001246	0.000490	0.001326	0.003091	0.024815	0.583525
is	0.004953	0.066560	0.198245	0.018337	0.003742	0.003033	0.006454	0.004585	0.003734	0.000153	0.000070	0.000179	0.000211	0.005859	0.683886
at	0.001256	0.008455	0.043990	0.003171	0.005220	0.008405	0.006301	0.001235	0.001948	0.000204	0.000121	0.000470	0.000202	0.002965	0.916057
a	0.002472	0.003983	0.019437	0.001880	0.003455	0.006029	0.018376	0.000666	0.002593	0.000081	0.000105	0.000532	0.001070	0.002253	0.937067
diner	0.001019	0.002137	0.002898	0.000759	0.005650	0.015295	0.008475	0.001287	0.002952	0.000300	0.000359	0.001734	0.000493	0.001913	0.954730
,	0.007229	0.083187	0.268265	0.037435	0.020196	0.004940	0.011900	0.006211	0.010035	0.000899	0.000651	0.000693	0.001844	0.007877	0.538637
ordering	0.003963	0.037622	0.116082	0.015209	0.011719	0.012328	0.011791	0.004907	0.010899	0.004568	0.002603	0.004167	0.008191	0.008134	0.747818
an	0.001465	0.007528	0.017539	0.002285	0.000410	0.001041	0.004993	0.001287	0.008848	0.002657	0.001293	0.006014	0.017084	0.004811	0.922745
o	0.000502	0.001671	0.002358	0.000600	0.000271	0.000334	0.002858	0.000820	0.006185	0.001954	0.000772	0.004871	0.005174	0.002088	0.969540
##mel	0.000687	0.001210	0.000912	0.000236	0.000385	0.002025	0.008443	0.000802	0.007584	0.008228	0.004536	0.009318	0.031938	0.004317	0.919379
##ette	0.001536	0.005242	0.009313	0.001345	0.001877	0.002549	0.008514	0.004847	0.030376	0.012881	0.002707	0.003949	0.013734	0.010039	0.891091
.	0.007415	0.031029	0.018413	0.007009	0.003487	0.002059	0.005140	0.003381	0.004412	0.001207	0.000722	0.000564	0.003100	0.010799	0.901266
[SEP]	0.036336	0.019656	0.008044	0.017137	0.010375	0.009234	0.005631	0.018079	0.019161	0.011645	0.008452	0.007241	0.007376	0.053824	0.767810
