TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.089719	0.013964	0.017050	0.013051	0.041005	0.021476	0.090086	0.039944	0.120136	0.059722	0.137731	0.049915	0.162324	0.049748	0.094128
A	0.084800	0.006668	0.042036	0.044862	0.064648	0.010336	0.022997	0.010115	0.197531	0.025772	0.034409	0.008450	0.059626	0.027835	0.359915
person	0.082748	0.009548	0.005368	0.018627	0.038686	0.010848	0.045012	0.007033	0.098062	0.017766	0.069145	0.032527	0.082757	0.049979	0.431894
is	0.186234	0.024941	0.033461	0.032750	0.050530	0.011669	0.054318	0.030117	0.110079	0.012892	0.032177	0.027093	0.039675	0.054010	0.300054
at	0.135725	0.053425	0.041734	0.034817	0.157657	0.255392	0.056764	0.006372	0.083763	0.014752	0.004618	0.003341	0.009400	0.007485	0.134755
a	0.119495	0.008929	0.017364	0.011838	0.233692	0.048624	0.134147	0.004722	0.112477	0.017745	0.033640	0.012319	0.029249	0.012199	0.203561
diner	0.139235	0.064765	0.091250	0.034265	0.110214	0.189667	0.015431	0.081188	0.011018	0.013413	0.013264	0.022857	0.023571	0.047214	0.142647
,	0.142100	0.010405	0.028472	0.031007	0.010211	0.002880	0.133518	0.005512	0.070960	0.013208	0.031467	0.010021	0.023547	0.087652	0.399042
ordering	0.160373	0.075181	0.119125	0.038592	0.166375	0.068783	0.050012	0.054597	0.010948	0.014617	0.012199	0.025916	0.022590	0.019160	0.161533
an	0.127813	0.018501	0.033115	0.018719	0.077631	0.025765	0.056914	0.020343	0.092523	0.029099	0.015397	0.017462	0.057249	0.018050	0.391418
o	0.133090	0.031126	0.124788	0.012199	0.034377	0.049784	0.101261	0.009177	0.045044	0.023985	0.002360	0.003630	0.048819	0.042941	0.337420
##mel	0.080454	0.031074	0.070739	0.049110	0.013978	0.014831	0.029169	0.013108	0.039313	0.033769	0.000851	0.000200	0.028373	0.090281	0.504749
##ette	0.155394	0.024724	0.132016	0.033302	0.016503	0.011629	0.061181	0.017063	0.019624	0.018526	0.003882	0.005063	0.016143	0.081615	0.403334
.	0.178676	0.033666	0.051452	0.053472	0.012721	0.020261	0.041361	0.101192	0.047691	0.051651	0.044489	0.032240	0.027638	0.118143	0.185348
[SEP]	0.282688	0.099107	0.057383	0.073439	0.019983	0.051237	0.041892	0.056244	0.014463	0.054645	0.021019	0.019395	0.011451	0.105789	0.091266
