TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.001353	0.164172	0.063307	0.174626	0.023135	0.060468	0.012086	0.097011	0.053158	0.054098	0.006072	0.001827	0.037063	0.165725	0.085900
A	0.067311	0.328440	0.050970	0.049023	0.002802	0.006910	0.002043	0.056607	0.004708	0.001347	0.000575	0.000259	0.000795	0.039096	0.389114
person	0.072286	0.075335	0.153173	0.027211	0.001182	0.002006	0.002302	0.036901	0.002378	0.000452	0.000149	0.000113	0.000488	0.031304	0.594719
is	0.100313	0.011771	0.013564	0.127031	0.003165	0.002028	0.001283	0.044713	0.001842	0.000146	0.000067	0.000050	0.000292	0.014780	0.678957
at	0.015410	0.000436	0.001748	0.004387	0.032657	0.006523	0.010378	0.003143	0.000652	0.000029	0.000033	0.000047	0.000088	0.001963	0.922507
a	0.063844	0.003893	0.003291	0.006426	0.016947	0.056198	0.027149	0.019955	0.015758	0.003740	0.000929	0.001237	0.003240	0.007879	0.769515
diner	0.009545	0.000583	0.002365	0.001260	0.003351	0.001540	0.007251	0.001940	0.001139	0.000128	0.000252	0.000419	0.000307	0.005471	0.964449
,	0.109163	0.010819	0.010317	0.029617	0.000712	0.001945	0.000654	0.251625	0.009786	0.002105	0.000511	0.000513	0.001399	0.026981	0.543853
ordering	0.026905	0.000296	0.000409	0.001271	0.000801	0.000637	0.000871	0.002701	0.037328	0.007485	0.005959	0.001677	0.007656	0.005443	0.900560
an	0.022615	0.000764	0.000443	0.000720	0.000105	0.000822	0.000589	0.002047	0.068914	0.269279	0.029197	0.014398	0.092265	0.005220	0.492622
o	0.008929	0.000091	0.000116	0.000097	0.000007	0.000017	0.000083	0.000223	0.003466	0.001973	0.026773	0.006778	0.003211	0.001005	0.947230
##mel	0.004775	0.000115	0.000070	0.000119	0.000020	0.000115	0.000324	0.000092	0.001051	0.003897	0.019718	0.155349	0.007015	0.001353	0.805987
##ette	0.021756	0.000331	0.000565	0.000544	0.000056	0.000118	0.000622	0.000811	0.028541	0.017425	0.006179	0.006677	0.063855	0.005315	0.847204
.	0.077899	0.020900	0.009350	0.008305	0.001814	0.002053	0.002066	0.018570	0.014351	0.004106	0.001171	0.000417	0.003122	0.168141	0.667735
[SEP]	0.011108	0.006067	0.003335	0.002501	0.000987	0.001662	0.002024	0.003958	0.002346	0.001129	0.003292	0.002478	0.001037	0.018785	0.939290
