TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.072516	0.094668	0.116407	0.080455	0.060773	0.092811	0.071575	0.084673	0.076268	0.071572	0.105483	0.072800
A	0.069964	0.087431	0.106879	0.070837	0.050779	0.091338	0.080017	0.107825	0.078913	0.089028	0.100757	0.066232
person	0.054442	0.094620	0.110485	0.078778	0.072628	0.078164	0.048675	0.092251	0.086054	0.069014	0.082719	0.132170
is	0.076853	0.094251	0.100312	0.083899	0.072943	0.095472	0.054602	0.088921	0.065654	0.089160	0.095077	0.082857
training	0.073183	0.082665	0.091559	0.085342	0.056636	0.099716	0.072747	0.087562	0.090023	0.088113	0.088054	0.084400
his	0.080248	0.077110	0.095205	0.082033	0.063940	0.080677	0.078871	0.093651	0.069663	0.086979	0.105054	0.086569
horse	0.082449	0.075040	0.083419	0.079607	0.087914	0.106124	0.067777	0.085866	0.061872	0.086093	0.094961	0.088877
for	0.071337	0.069286	0.101647	0.067169	0.065054	0.110282	0.098543	0.079526	0.086769	0.086280	0.094519	0.069587
a	0.077295	0.077819	0.079516	0.058131	0.064071	0.087059	0.058504	0.104475	0.074990	0.104501	0.096799	0.116840
competition	0.071076	0.058402	0.091208	0.096525	0.067692	0.090066	0.078560	0.086599	0.112849	0.078605	0.085135	0.083284
.	0.077974	0.066765	0.104864	0.066124	0.070238	0.105343	0.071737	0.076847	0.083527	0.084231	0.114598	0.077751
[SEP]	0.083448	0.097972	0.084887	0.089989	0.058157	0.093329	0.066595	0.095421	0.084235	0.083819	0.106422	0.055724
