TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.149764	0.088369	0.076978	0.081140	0.044350	0.074716	0.091288	0.091759	0.064266	0.095258	0.081736	0.060376
A	0.137808	0.074547	0.072813	0.080042	0.079370	0.088573	0.076134	0.075134	0.076572	0.085800	0.064356	0.088852
person	0.120148	0.077132	0.074777	0.060586	0.067582	0.099340	0.113641	0.074413	0.065501	0.072743	0.088577	0.085561
is	0.103797	0.092718	0.076832	0.065344	0.067570	0.097218	0.072632	0.069347	0.076543	0.091817	0.101620	0.084560
training	0.093392	0.084975	0.087579	0.079418	0.078577	0.090870	0.101269	0.068792	0.067107	0.077604	0.093448	0.076969
his	0.108466	0.100234	0.084812	0.062618	0.073267	0.078174	0.093756	0.091669	0.073072	0.061340	0.101123	0.071470
horse	0.131952	0.087770	0.064194	0.079060	0.078038	0.074172	0.079370	0.069596	0.052804	0.089559	0.106913	0.086572
for	0.138454	0.076612	0.082542	0.084011	0.072569	0.095784	0.090634	0.075412	0.037897	0.089751	0.072104	0.084230
a	0.094315	0.105107	0.061206	0.079765	0.072107	0.079054	0.099394	0.077640	0.064438	0.068870	0.119688	0.078416
competition	0.098486	0.091558	0.067262	0.073899	0.073295	0.093636	0.109135	0.057562	0.070806	0.077061	0.118843	0.068457
.	0.122777	0.092212	0.079919	0.089902	0.069204	0.075922	0.090590	0.070689	0.067104	0.070830	0.081223	0.089629
[SEP]	0.085529	0.083905	0.077454	0.073345	0.086752	0.067325	0.086675	0.064041	0.088440	0.064790	0.109941	0.111804
