TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.087263	0.088337	0.109839	0.091734	0.061238	0.081743	0.093512	0.061307	0.065949	0.086278	0.105103	0.067697
A	0.082713	0.086066	0.102630	0.054520	0.074263	0.097938	0.076722	0.076960	0.051767	0.078053	0.063886	0.154483
person	0.079848	0.087899	0.076716	0.084922	0.088157	0.058475	0.095335	0.077849	0.110120	0.062838	0.074115	0.103726
is	0.092115	0.118715	0.071023	0.056859	0.083489	0.078552	0.066377	0.091421	0.103203	0.072774	0.059533	0.105939
training	0.070444	0.097575	0.095150	0.069915	0.091917	0.063607	0.099557	0.114831	0.086155	0.059781	0.078375	0.072693
his	0.096335	0.102588	0.066033	0.053631	0.075559	0.065057	0.074898	0.141174	0.080754	0.075875	0.088029	0.080067
horse	0.076401	0.091730	0.072772	0.065224	0.077156	0.074922	0.116792	0.100751	0.089768	0.078395	0.062663	0.093426
for	0.111882	0.108318	0.075649	0.050027	0.085749	0.066931	0.104033	0.101665	0.073179	0.066216	0.060071	0.096279
a	0.065168	0.117152	0.111056	0.059915	0.065840	0.052090	0.142694	0.088173	0.054333	0.088794	0.053217	0.101567
competition	0.138567	0.084653	0.071351	0.075007	0.077009	0.067546	0.094854	0.062852	0.078882	0.065149	0.075398	0.108732
.	0.116129	0.085463	0.108036	0.074561	0.071390	0.046744	0.087023	0.112436	0.108303	0.045327	0.070387	0.074202
[SEP]	0.085131	0.086933	0.099662	0.067244	0.090982	0.075899	0.102159	0.103429	0.062931	0.067102	0.080663	0.077866
