TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.090205	0.101030	0.062981	0.063469	0.059684	0.070811	0.040228	0.086379	0.095751	0.117138	0.106390	0.105933
A	0.097042	0.092861	0.059543	0.061443	0.080600	0.079565	0.067174	0.093443	0.090916	0.105641	0.097376	0.074395
person	0.103596	0.095511	0.068501	0.069209	0.058649	0.060310	0.058533	0.099224	0.100754	0.115004	0.081276	0.089434
is	0.082751	0.086766	0.046208	0.076895	0.113425	0.072625	0.080885	0.091905	0.068263	0.085074	0.071421	0.123783
training	0.094172	0.101354	0.063391	0.067318	0.060216	0.060744	0.076494	0.097758	0.108958	0.119247	0.081046	0.069303
his	0.081679	0.085568	0.054952	0.062618	0.071179	0.064267	0.065184	0.116324	0.105241	0.106954	0.072832	0.113202
horse	0.077362	0.104694	0.051614	0.059382	0.071753	0.075163	0.066934	0.073453	0.110282	0.121935	0.098886	0.088542
for	0.108031	0.066952	0.068356	0.083458	0.071376	0.062963	0.064000	0.095434	0.074202	0.102430	0.098092	0.104706
a	0.096820	0.091210	0.054956	0.074702	0.058252	0.059947	0.083872	0.079570	0.087609	0.108177	0.103697	0.101187
competition	0.088620	0.094650	0.065084	0.069032	0.074565	0.051514	0.078795	0.071287	0.095360	0.117812	0.089235	0.104046
.	0.095094	0.088544	0.060022	0.074616	0.085640	0.071275	0.077302	0.066975	0.096398	0.118779	0.084611	0.080744
[SEP]	0.087764	0.085998	0.058315	0.073591	0.063051	0.064499	0.081020	0.074859	0.123108	0.109557	0.080986	0.097251
