TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.092054	0.076394	0.124946	0.075973	0.061935	0.089598	0.082244	0.119941	0.055198	0.055256	0.083335	0.083127
A	0.075952	0.074662	0.093222	0.081909	0.120777	0.046670	0.100816	0.083708	0.079397	0.070145	0.083937	0.088805
person	0.114749	0.079419	0.067084	0.062205	0.085348	0.087730	0.074693	0.072994	0.078569	0.054925	0.097910	0.124374
is	0.145808	0.094342	0.135088	0.082938	0.047691	0.086778	0.067303	0.063913	0.066432	0.072436	0.055956	0.081315
training	0.098885	0.115916	0.115057	0.056606	0.066710	0.052339	0.068989	0.076664	0.102035	0.071727	0.099326	0.075746
his	0.088337	0.072377	0.102203	0.074728	0.105673	0.076444	0.101823	0.111742	0.070056	0.050276	0.075037	0.071306
horse	0.113638	0.096490	0.068614	0.073633	0.071844	0.050259	0.087822	0.079819	0.059015	0.097820	0.117157	0.083891
for	0.072844	0.133885	0.118801	0.060482	0.053728	0.067546	0.061801	0.079217	0.101855	0.086426	0.076258	0.087157
a	0.091846	0.113529	0.132963	0.080859	0.067013	0.060011	0.064652	0.092021	0.090194	0.062109	0.079552	0.065250
competition	0.085027	0.080569	0.129737	0.082174	0.100997	0.068861	0.077831	0.083128	0.095503	0.067095	0.062567	0.066512
.	0.065289	0.096298	0.114016	0.058994	0.095288	0.042162	0.065925	0.108188	0.110960	0.097361	0.070658	0.074862
[SEP]	0.070474	0.111875	0.132225	0.063412	0.079857	0.081836	0.083632	0.055964	0.110805	0.067651	0.067678	0.074593
