TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.135995	0.069066	0.053277	0.059878	0.093983	0.073612	0.060749	0.090200	0.090527	0.080790	0.105341	0.086583
A	0.090905	0.079754	0.079046	0.083825	0.056350	0.087856	0.094272	0.079884	0.071207	0.090180	0.089298	0.097421
person	0.103524	0.059073	0.108885	0.068153	0.064185	0.100111	0.067056	0.070375	0.090864	0.068902	0.087355	0.111517
is	0.121358	0.081892	0.096817	0.078139	0.056134	0.075135	0.072107	0.074864	0.080327	0.091524	0.093257	0.078446
training	0.095846	0.083817	0.085230	0.059685	0.064626	0.083561	0.068762	0.072413	0.090591	0.103374	0.093932	0.098163
his	0.135707	0.062193	0.069424	0.074776	0.066833	0.092905	0.067073	0.082862	0.096519	0.096606	0.066111	0.088990
horse	0.083175	0.073414	0.085086	0.070115	0.066716	0.085222	0.070349	0.067584	0.102210	0.102091	0.100163	0.093875
for	0.119715	0.066222	0.075103	0.071796	0.063627	0.086752	0.072216	0.089276	0.066305	0.076219	0.120731	0.092038
a	0.095473	0.080337	0.083192	0.078235	0.066764	0.099414	0.077029	0.059130	0.082680	0.098734	0.095073	0.083938
competition	0.123395	0.065172	0.116097	0.062903	0.059459	0.075046	0.069842	0.104267	0.075431	0.079062	0.083454	0.085871
.	0.102621	0.078526	0.082946	0.067345	0.058404	0.095425	0.079160	0.061204	0.080642	0.113818	0.097715	0.082194
[SEP]	0.164041	0.065538	0.090200	0.060878	0.054778	0.082094	0.070784	0.091183	0.074896	0.081463	0.094995	0.069148
