TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.057343	0.100261	0.109804	0.073967	0.070319	0.090187	0.060524	0.108673	0.132220	0.076616	0.070832	0.049255
A	0.053675	0.074227	0.084755	0.060406	0.090824	0.104919	0.073033	0.097978	0.109182	0.091190	0.087887	0.071925
person	0.062855	0.076075	0.124308	0.071510	0.073276	0.090951	0.061959	0.098389	0.095910	0.100415	0.067216	0.077136
is	0.079525	0.085391	0.081387	0.064573	0.088038	0.074265	0.077109	0.101067	0.084547	0.097790	0.097884	0.068424
training	0.070967	0.078779	0.068296	0.073211	0.081117	0.088542	0.078826	0.091744	0.127591	0.093095	0.061464	0.086368
his	0.075298	0.092789	0.098020	0.058565	0.077231	0.088768	0.071953	0.082515	0.091672	0.088247	0.102562	0.072379
horse	0.048307	0.095046	0.090471	0.067299	0.079720	0.090792	0.058659	0.074971	0.083673	0.115861	0.081258	0.113942
for	0.063738	0.074895	0.118484	0.096065	0.076257	0.081736	0.076519	0.080201	0.083493	0.088945	0.078571	0.081097
a	0.070065	0.078170	0.080631	0.052749	0.076002	0.096171	0.050176	0.078585	0.151152	0.110680	0.096725	0.058894
competition	0.050446	0.076612	0.096258	0.065602	0.094977	0.089805	0.069769	0.059919	0.119194	0.110450	0.077025	0.089943
.	0.057531	0.093184	0.108235	0.074906	0.093841	0.081760	0.070633	0.084233	0.085199	0.096281	0.074460	0.079738
[SEP]	0.059425	0.099210	0.083905	0.105925	0.085121	0.056944	0.079664	0.108240	0.079231	0.093030	0.069313	0.079990
