TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.089160	0.074720	0.098289	0.067805	0.091897	0.091636	0.091225	0.095722	0.071584	0.082708	0.067699	0.077555
A	0.092883	0.091402	0.076738	0.072107	0.089810	0.060399	0.095709	0.079149	0.122383	0.089896	0.072103	0.057421
person	0.104730	0.098468	0.112699	0.075306	0.080745	0.092763	0.089761	0.058303	0.093678	0.065987	0.084655	0.042906
is	0.098094	0.086050	0.095249	0.077500	0.087084	0.069465	0.102480	0.074640	0.096339	0.082546	0.068960	0.061593
training	0.134556	0.078797	0.127755	0.088694	0.108143	0.043985	0.067424	0.059925	0.101444	0.070674	0.063733	0.054868
his	0.150630	0.077579	0.114936	0.061386	0.105182	0.050722	0.057616	0.054883	0.095276	0.062948	0.114650	0.054193
horse	0.099855	0.084259	0.076381	0.069315	0.096526	0.068279	0.086877	0.065330	0.103123	0.082657	0.092913	0.074486
for	0.078027	0.085312	0.076815	0.085817	0.092431	0.074485	0.076789	0.092080	0.091520	0.099032	0.063222	0.084470
a	0.158809	0.078472	0.123809	0.092464	0.089524	0.046390	0.062460	0.067840	0.084387	0.067166	0.071416	0.057263
competition	0.114153	0.084581	0.081280	0.076833	0.123546	0.063984	0.070433	0.070006	0.097989	0.059038	0.091879	0.066277
.	0.128073	0.095723	0.090765	0.074961	0.110147	0.057398	0.074271	0.065907	0.098172	0.072024	0.078633	0.053926
[SEP]	0.123518	0.085206	0.062118	0.073651	0.134551	0.049060	0.083578	0.057346	0.089842	0.084032	0.086191	0.070906
