TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.123081	0.062099	0.077540	0.063337	0.064848	0.070302	0.128032	0.098093	0.081386	0.076636	0.069481	0.085165
A	0.111571	0.065308	0.109928	0.055433	0.082202	0.078373	0.098555	0.086412	0.059839	0.078467	0.072932	0.100980
person	0.103720	0.063583	0.094271	0.068451	0.085590	0.059872	0.071609	0.118779	0.098780	0.075146	0.061740	0.098459
is	0.085350	0.077706	0.068497	0.059115	0.080285	0.085654	0.148696	0.091932	0.079306	0.078421	0.066832	0.078206
training	0.085916	0.042755	0.114089	0.066228	0.068961	0.087033	0.080098	0.139332	0.068265	0.086087	0.075318	0.085917
his	0.080776	0.061026	0.112798	0.065203	0.076231	0.071882	0.087210	0.144142	0.072738	0.066865	0.062297	0.098832
horse	0.069576	0.055510	0.096251	0.071188	0.069452	0.067802	0.053172	0.140782	0.067717	0.088218	0.110212	0.110120
for	0.067882	0.057044	0.078343	0.094821	0.084206	0.072512	0.055132	0.105059	0.092877	0.114124	0.080892	0.097109
a	0.075398	0.047048	0.091159	0.072822	0.077597	0.081018	0.082301	0.119918	0.104060	0.072066	0.075623	0.100989
competition	0.071659	0.051291	0.082559	0.071086	0.091516	0.101394	0.124699	0.083117	0.076028	0.087382	0.056749	0.102520
.	0.108393	0.056229	0.101518	0.058427	0.074833	0.068849	0.074875	0.121993	0.085691	0.081129	0.070486	0.097576
[SEP]	0.064164	0.049510	0.086023	0.074018	0.071048	0.103836	0.087904	0.084188	0.051781	0.071733	0.127886	0.127908
