TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.070270	0.082759	0.084198	0.051972	0.132939	0.078458	0.102273	0.090621	0.068990	0.069746	0.058224	0.109550
A	0.056249	0.068302	0.060263	0.063390	0.155499	0.093636	0.106859	0.084976	0.088080	0.076021	0.043185	0.103541
person	0.063383	0.074264	0.089867	0.083882	0.104811	0.082434	0.090754	0.089444	0.067666	0.086905	0.068355	0.098235
is	0.068970	0.075603	0.058778	0.068884	0.118875	0.085720	0.141100	0.086475	0.059215	0.082330	0.067381	0.086669
training	0.069711	0.088863	0.106695	0.061433	0.111933	0.092656	0.112113	0.064756	0.062905	0.069042	0.042347	0.117547
his	0.109899	0.085516	0.077381	0.083488	0.086677	0.089721	0.072104	0.068804	0.068548	0.155573	0.055193	0.047096
horse	0.063040	0.054554	0.090390	0.071032	0.087765	0.073275	0.107826	0.064059	0.104011	0.102876	0.084739	0.096432
for	0.070216	0.082389	0.071258	0.064037	0.110403	0.071607	0.112060	0.094287	0.076409	0.108934	0.061402	0.076999
a	0.071224	0.087592	0.110637	0.064814	0.078331	0.078822	0.088723	0.087539	0.084712	0.107026	0.064319	0.076261
competition	0.053601	0.095679	0.059045	0.046175	0.115181	0.099081	0.117217	0.098469	0.064849	0.118107	0.052396	0.080199
.	0.062119	0.114369	0.102312	0.056204	0.087417	0.079665	0.091136	0.072042	0.064249	0.109386	0.056004	0.105096
[SEP]	0.080271	0.084048	0.060129	0.055622	0.090770	0.096397	0.091248	0.078733	0.082577	0.138387	0.053771	0.088047
