TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.062716	0.088274	0.072507	0.089937	0.073007	0.081189	0.104890	0.077913	0.084891	0.094535	0.087861	0.082279
A	0.076926	0.092483	0.075471	0.056993	0.079405	0.081701	0.121917	0.069998	0.080131	0.092583	0.109960	0.062432
person	0.079087	0.063453	0.082162	0.074862	0.073761	0.114028	0.114736	0.073544	0.089628	0.082290	0.092340	0.060108
is	0.072744	0.075392	0.096713	0.060646	0.080443	0.088624	0.120823	0.068672	0.091997	0.078980	0.111834	0.053131
training	0.071075	0.074661	0.087709	0.078426	0.083838	0.084236	0.122359	0.067353	0.074660	0.079706	0.094635	0.081341
his	0.074585	0.065011	0.090735	0.075920	0.122937	0.084441	0.069518	0.064834	0.086560	0.074766	0.092770	0.097923
horse	0.082222	0.077428	0.079258	0.063854	0.111077	0.062002	0.092366	0.074299	0.095626	0.070060	0.099682	0.092125
for	0.057116	0.098748	0.117272	0.072147	0.068431	0.079295	0.088101	0.078560	0.107176	0.078415	0.091200	0.063538
a	0.072843	0.074131	0.073482	0.089838	0.094765	0.079577	0.095977	0.055776	0.067055	0.097575	0.105688	0.093292
competition	0.086117	0.097506	0.067731	0.070999	0.077168	0.074834	0.115791	0.081557	0.100479	0.083335	0.086442	0.058042
.	0.074348	0.077040	0.125279	0.083799	0.097771	0.096274	0.078681	0.060125	0.079842	0.059680	0.078822	0.088338
[SEP]	0.065163	0.076331	0.093972	0.074307	0.077960	0.123582	0.119108	0.047079	0.089880	0.058592	0.088448	0.085577
