TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.054931	0.118895	0.081490	0.071754	0.076651	0.079846	0.086298	0.098005	0.062777	0.110872	0.062678	0.095803
A	0.074247	0.110666	0.063121	0.070989	0.105183	0.069866	0.086188	0.078561	0.070513	0.090256	0.081455	0.098954
person	0.076545	0.101560	0.085544	0.050634	0.098716	0.087342	0.111394	0.081849	0.069552	0.075671	0.064730	0.096462
is	0.078864	0.112163	0.093960	0.054432	0.091574	0.073913	0.083292	0.074566	0.088238	0.080837	0.069935	0.098226
training	0.068210	0.079608	0.077973	0.075198	0.126232	0.065911	0.093887	0.101847	0.077992	0.075701	0.070284	0.087157
his	0.058096	0.102834	0.074382	0.045765	0.085101	0.079032	0.119332	0.089164	0.082370	0.083303	0.058000	0.122621
horse	0.067579	0.091662	0.057902	0.053837	0.096071	0.099955	0.091301	0.084524	0.072442	0.111787	0.059600	0.113342
for	0.085558	0.119982	0.113252	0.040762	0.113885	0.081333	0.077346	0.057111	0.062894	0.091308	0.056159	0.100410
a	0.053319	0.101912	0.101521	0.061852	0.106394	0.090589	0.102247	0.079177	0.061591	0.080864	0.078486	0.082048
competition	0.072614	0.112339	0.092084	0.050134	0.082427	0.092033	0.101664	0.084475	0.060892	0.075587	0.093647	0.082104
.	0.075917	0.096096	0.080425	0.051595	0.116260	0.090871	0.081467	0.071252	0.101206	0.101997	0.057959	0.074954
[SEP]	0.092965	0.100044	0.077350	0.059881	0.093950	0.089683	0.093596	0.084328	0.084421	0.066923	0.061622	0.095236
