TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.060230	0.086524	0.099177	0.075740	0.105863	0.089590	0.076098	0.064868	0.101356	0.079511	0.092146	0.068897
A	0.072398	0.096913	0.095965	0.090628	0.069315	0.085564	0.107194	0.085952	0.105568	0.060951	0.061181	0.068371
person	0.083432	0.084200	0.094406	0.068575	0.088470	0.063921	0.101720	0.098675	0.086911	0.084247	0.078436	0.067007
is	0.107015	0.105449	0.077999	0.096660	0.061121	0.075548	0.060588	0.072167	0.087104	0.105845	0.070223	0.080281
training	0.049074	0.085243	0.109562	0.099583	0.083016	0.074032	0.096152	0.085682	0.076429	0.071308	0.087236	0.082684
his	0.068033	0.066985	0.085186	0.127080	0.059241	0.071521	0.089067	0.065767	0.089897	0.064376	0.132347	0.080501
horse	0.102950	0.074202	0.096104	0.092099	0.069558	0.066625	0.062197	0.087734	0.089717	0.096388	0.084525	0.077901
for	0.075782	0.085202	0.067114	0.146482	0.081712	0.062007	0.104372	0.063082	0.121996	0.064729	0.057321	0.070202
a	0.072297	0.071497	0.068490	0.114896	0.085838	0.064105	0.101026	0.062108	0.085622	0.053043	0.111181	0.109897
competition	0.065071	0.087775	0.077876	0.107762	0.059895	0.089476	0.080634	0.068548	0.093147	0.108023	0.099582	0.062211
.	0.077841	0.093838	0.110164	0.104887	0.075183	0.084037	0.090734	0.065331	0.080702	0.061227	0.087841	0.068215
[SEP]	0.082422	0.074826	0.095183	0.091991	0.077224	0.093582	0.106682	0.072582	0.083818	0.072831	0.082942	0.065916
