TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.091998	0.104430	0.098586	0.079773	0.103563	0.059908	0.074426	0.091230	0.101556	0.050805	0.070785	0.072939
A	0.075019	0.049541	0.087544	0.084558	0.114218	0.079486	0.096088	0.085179	0.113944	0.080046	0.077299	0.057077
person	0.088053	0.069022	0.132837	0.071542	0.076829	0.075635	0.078439	0.106121	0.097101	0.074573	0.043570	0.086278
is	0.088801	0.075730	0.099836	0.068103	0.109336	0.057930	0.104838	0.111948	0.099931	0.064550	0.051379	0.067618
training	0.059825	0.070566	0.107737	0.094606	0.086869	0.093582	0.094250	0.067330	0.121671	0.071247	0.058520	0.073795
his	0.070497	0.122590	0.105789	0.081548	0.079963	0.087942	0.083227	0.076469	0.100234	0.048319	0.053786	0.089636
horse	0.078357	0.081808	0.075689	0.072352	0.076124	0.088890	0.068906	0.102151	0.117869	0.074748	0.085486	0.077620
for	0.080092	0.061685	0.102727	0.074740	0.121586	0.070222	0.057338	0.080793	0.131504	0.094771	0.065896	0.058645
a	0.071710	0.111141	0.087614	0.094283	0.114004	0.057105	0.080189	0.079715	0.117326	0.051460	0.057846	0.077606
competition	0.084627	0.095949	0.115964	0.065199	0.109045	0.053219	0.058105	0.111941	0.086707	0.094013	0.062629	0.062600
.	0.095539	0.139666	0.079677	0.062460	0.088010	0.069115	0.069616	0.080861	0.107831	0.062972	0.074385	0.069869
[SEP]	0.091114	0.062619	0.091875	0.088640	0.094437	0.052189	0.100620	0.110152	0.098701	0.077634	0.055448	0.076570
