TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.066114	0.096110	0.099048	0.091943	0.123743	0.075571	0.097063	0.072473	0.079106	0.053447	0.062420	0.082963
A	0.087882	0.082388	0.105284	0.064113	0.093797	0.053534	0.093850	0.107605	0.092629	0.102259	0.058939	0.057720
person	0.064964	0.089836	0.125909	0.081564	0.117744	0.061354	0.074146	0.101807	0.069589	0.088157	0.054101	0.070830
is	0.069440	0.099387	0.088731	0.050135	0.119255	0.061927	0.105361	0.135864	0.082563	0.078060	0.054636	0.054639
training	0.084589	0.072932	0.118829	0.081570	0.096382	0.070510	0.092749	0.083397	0.068415	0.085981	0.070618	0.074026
his	0.066180	0.115384	0.110890	0.067879	0.103384	0.058085	0.094348	0.104813	0.078992	0.070643	0.054075	0.075328
horse	0.093000	0.073458	0.083165	0.079588	0.107711	0.084131	0.090367	0.084184	0.091782	0.076889	0.056059	0.079667
for	0.074153	0.109841	0.102739	0.062516	0.116238	0.080478	0.078387	0.088014	0.082783	0.079630	0.053251	0.071970
a	0.072746	0.079607	0.097840	0.078084	0.115475	0.061234	0.107229	0.085760	0.112141	0.081537	0.044058	0.064290
competition	0.051618	0.108499	0.093936	0.085857	0.098623	0.073013	0.105123	0.101304	0.078221	0.060276	0.063519	0.080012
.	0.058439	0.094808	0.125892	0.061703	0.085879	0.084316	0.107993	0.103242	0.073574	0.079101	0.058453	0.066599
[SEP]	0.068857	0.095464	0.092048	0.076433	0.112278	0.061557	0.110245	0.079331	0.099750	0.073146	0.056123	0.074768
