TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.103498	0.075141	0.131991	0.080459	0.079130	0.107066	0.069358	0.066825	0.092687	0.057559	0.068779	0.067507
A	0.091918	0.060879	0.063078	0.092837	0.092665	0.077130	0.099720	0.060546	0.094964	0.063693	0.080082	0.122488
person	0.087382	0.069446	0.061457	0.125870	0.062756	0.105037	0.090678	0.071315	0.092936	0.056759	0.086587	0.089778
is	0.098513	0.077138	0.050249	0.081262	0.081927	0.087397	0.108267	0.093320	0.098314	0.071596	0.071759	0.080257
training	0.093731	0.088719	0.102100	0.057806	0.107018	0.121378	0.057351	0.079758	0.069331	0.076647	0.071585	0.074576
his	0.106214	0.067796	0.062444	0.114475	0.085454	0.064077	0.086250	0.064809	0.084688	0.088506	0.088619	0.086668
horse	0.108983	0.079801	0.067390	0.083954	0.078793	0.113255	0.082615	0.057341	0.064982	0.080231	0.089148	0.093506
for	0.095375	0.080815	0.063960	0.086792	0.078039	0.106311	0.077124	0.061838	0.076177	0.076768	0.123835	0.072967
a	0.086590	0.057493	0.075235	0.082703	0.098275	0.116387	0.079424	0.070802	0.076789	0.072635	0.084730	0.098935
competition	0.109345	0.085077	0.126049	0.070499	0.080377	0.060665	0.069506	0.059143	0.070857	0.094931	0.076901	0.096651
.	0.144917	0.103933	0.053065	0.085442	0.057794	0.097361	0.071841	0.060998	0.094802	0.080027	0.085672	0.064147
[SEP]	0.149023	0.064345	0.082731	0.100651	0.090526	0.059533	0.074842	0.056019	0.089318	0.091773	0.069436	0.071802
