TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.114787	0.062887	0.072586	0.064308	0.066357	0.077061	0.080679	0.067615	0.113725	0.125536	0.068815	0.085646
A	0.057223	0.097138	0.087960	0.117516	0.074737	0.067693	0.060542	0.089167	0.092828	0.097619	0.078354	0.079223
person	0.073467	0.058208	0.055612	0.072306	0.085511	0.065763	0.135607	0.085628	0.121405	0.090173	0.078307	0.078014
is	0.087509	0.080256	0.078093	0.072591	0.078602	0.061107	0.074079	0.078886	0.088938	0.136520	0.084685	0.078733
training	0.064277	0.094344	0.051160	0.101772	0.073207	0.068737	0.072301	0.093083	0.121539	0.116553	0.077554	0.065473
his	0.064332	0.077672	0.078298	0.093573	0.094148	0.061423	0.087197	0.062778	0.076488	0.165921	0.078459	0.059711
horse	0.048912	0.071850	0.093246	0.091840	0.098658	0.050954	0.067948	0.081444	0.087729	0.148483	0.090235	0.068701
for	0.084120	0.086035	0.086558	0.102905	0.079222	0.068981	0.072428	0.078637	0.070007	0.077251	0.104198	0.089658
a	0.079372	0.084202	0.070062	0.067779	0.073077	0.077346	0.068491	0.072096	0.094163	0.149403	0.094629	0.069380
competition	0.077753	0.097696	0.082527	0.095001	0.083104	0.091192	0.081414	0.091943	0.076381	0.087258	0.070782	0.064948
.	0.080323	0.067841	0.068411	0.083261	0.086589	0.069442	0.094677	0.082052	0.103645	0.117615	0.085010	0.061134
[SEP]	0.067477	0.109007	0.073263	0.078221	0.085797	0.051618	0.053133	0.063966	0.121714	0.130490	0.095452	0.069864
