TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.082799	0.094382	0.061895	0.076776	0.044132	0.123243	0.096036	0.098869	0.106258	0.065255	0.073949	0.076406
A	0.100034	0.092732	0.079576	0.080869	0.055496	0.121899	0.084360	0.086197	0.073618	0.056279	0.075470	0.093470
person	0.080545	0.122481	0.064318	0.067138	0.064430	0.102331	0.092281	0.089345	0.093909	0.060953	0.061166	0.101104
is	0.103923	0.079059	0.088561	0.057064	0.076091	0.086324	0.093895	0.106876	0.066468	0.079687	0.076071	0.085982
training	0.085385	0.087123	0.095950	0.065458	0.053151	0.119893	0.067382	0.104454	0.075591	0.069384	0.078309	0.097921
his	0.093877	0.104094	0.063121	0.070647	0.066327	0.116747	0.079044	0.109902	0.052245	0.054796	0.058104	0.131095
horse	0.088325	0.090719	0.081723	0.077730	0.059306	0.125484	0.079521	0.088748	0.057769	0.063780	0.069755	0.117141
for	0.081727	0.089497	0.059265	0.076503	0.045522	0.130386	0.083143	0.100171	0.056833	0.065250	0.100076	0.111625
a	0.079531	0.120405	0.089518	0.053139	0.066558	0.071917	0.068723	0.128681	0.071576	0.071464	0.071156	0.107331
competition	0.086821	0.060806	0.072130	0.082980	0.102162	0.102231	0.076360	0.096400	0.056025	0.070020	0.078153	0.115913
.	0.086889	0.088509	0.066370	0.069585	0.051581	0.100750	0.061197	0.119855	0.087551	0.065124	0.078301	0.124288
[SEP]	0.076178	0.083074	0.069255	0.094066	0.082231	0.108593	0.085320	0.086518	0.065235	0.079774	0.064582	0.105174
