TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.104457	0.048942	0.078617	0.075087	0.081098	0.077733	0.070236	0.101693	0.075804	0.082292	0.126411	0.077629
A	0.128251	0.058498	0.068354	0.069699	0.080833	0.061786	0.076785	0.086054	0.103046	0.070444	0.108140	0.088110
person	0.098803	0.072111	0.140031	0.087912	0.066987	0.043020	0.067744	0.103197	0.098220	0.064979	0.077740	0.079257
is	0.118460	0.058608	0.125518	0.087102	0.088102	0.043977	0.054512	0.094015	0.105417	0.070738	0.080215	0.073336
training	0.097627	0.064522	0.109583	0.070396	0.077479	0.056798	0.064263	0.118161	0.068363	0.071624	0.094373	0.106811
his	0.103540	0.049290	0.089776	0.062574	0.087797	0.072915	0.067606	0.096178	0.109949	0.081629	0.094484	0.084263
horse	0.105801	0.058627	0.082319	0.067847	0.084850	0.058002	0.094701	0.097997	0.069081	0.079476	0.124462	0.076836
for	0.084303	0.058031	0.116503	0.087357	0.089468	0.071361	0.071951	0.093321	0.106357	0.054364	0.086253	0.080731
a	0.084814	0.066467	0.078506	0.081766	0.097467	0.058059	0.084962	0.140301	0.083822	0.064618	0.074686	0.084532
competition	0.091705	0.064556	0.104649	0.092106	0.091379	0.063787	0.097230	0.093251	0.065536	0.074406	0.082698	0.078695
.	0.079068	0.072945	0.079084	0.092347	0.074789	0.065703	0.100088	0.075715	0.096803	0.070896	0.101190	0.091371
[SEP]	0.075289	0.050823	0.102889	0.062386	0.102412	0.048924	0.098437	0.109897	0.096481	0.055264	0.090909	0.106289
