TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.085295	0.092879	0.079551	0.083852	0.105587	0.097722	0.108124	0.076365	0.068037	0.064674	0.049025	0.088890
A	0.068190	0.071733	0.092480	0.060407	0.089658	0.107486	0.088451	0.072377	0.104024	0.084393	0.062189	0.098613
person	0.098863	0.073631	0.070113	0.082372	0.071705	0.088915	0.109368	0.090946	0.084844	0.069625	0.041102	0.118516
is	0.070759	0.073784	0.096818	0.070968	0.089962	0.103776	0.101213	0.057365	0.109030	0.094369	0.065628	0.066327
training	0.084321	0.118416	0.114910	0.094899	0.077897	0.055826	0.083781	0.065198	0.064701	0.106138	0.062938	0.070973
his	0.054880	0.116220	0.050618	0.055396	0.088022	0.097245	0.112977	0.111646	0.090912	0.084878	0.047585	0.089620
horse	0.062127	0.094807	0.075667	0.077831	0.087227	0.084448	0.104296	0.077520	0.096969	0.087293	0.076038	0.075775
for	0.078100	0.078983	0.106431	0.065085	0.077827	0.093104	0.123864	0.065131	0.097187	0.072327	0.068555	0.073405
a	0.073024	0.114382	0.074984	0.059156	0.075281	0.096018	0.088778	0.083934	0.082969	0.105823	0.066998	0.078653
competition	0.067402	0.096617	0.075437	0.071299	0.081045	0.097202	0.085517	0.081738	0.096348	0.109434	0.062494	0.075467
.	0.073243	0.093969	0.079030	0.087828	0.068520	0.109912	0.094053	0.082023	0.080419	0.093990	0.058734	0.078278
[SEP]	0.079457	0.077376	0.090574	0.086247	0.084723	0.067729	0.087239	0.091959	0.101924	0.098719	0.057019	0.077033
