TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.074904	0.066614	0.078915	0.114900	0.102142	0.074504	0.080090	0.065412	0.100512	0.069502	0.080996	0.091509
A	0.065678	0.062903	0.074171	0.084086	0.068703	0.071996	0.082665	0.087737	0.128769	0.071868	0.107795	0.093628
person	0.101590	0.089425	0.078369	0.114616	0.070297	0.085743	0.061160	0.082298	0.083660	0.070143	0.081220	0.081479
is	0.077420	0.076930	0.079800	0.114686	0.071029	0.075575	0.089455	0.057363	0.089636	0.077309	0.124209	0.066588
training	0.080991	0.070447	0.073871	0.127397	0.081299	0.100819	0.074011	0.081582	0.118100	0.059871	0.050921	0.080691
his	0.055848	0.067615	0.075564	0.133834	0.060019	0.098889	0.077403	0.110341	0.099467	0.069347	0.071416	0.080257
horse	0.063120	0.053755	0.087197	0.105877	0.078266	0.095112	0.093540	0.077433	0.090927	0.081466	0.103624	0.069682
for	0.060040	0.077691	0.082782	0.097275	0.096231	0.094626	0.074295	0.071433	0.111900	0.081202	0.068000	0.084524
a	0.091473	0.068876	0.076061	0.091110	0.090889	0.074407	0.080779	0.086282	0.115101	0.052402	0.069444	0.103176
competition	0.067120	0.065329	0.075996	0.105546	0.081924	0.087128	0.093459	0.068366	0.098781	0.074294	0.100266	0.081791
.	0.073067	0.064489	0.088772	0.105517	0.112735	0.063059	0.080221	0.051683	0.118600	0.067317	0.086593	0.087947
[SEP]	0.077048	0.051494	0.070813	0.115813	0.077019	0.087532	0.068870	0.087442	0.144664	0.069900	0.076176	0.073229
