TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.060697	0.090893	0.078246	0.103176	0.055673	0.061482	0.072347	0.133240	0.117871	0.086935	0.070404	0.069037
A	0.072313	0.051746	0.098055	0.072021	0.073240	0.116747	0.075666	0.092179	0.106067	0.094354	0.096094	0.051520
person	0.109296	0.072840	0.100157	0.069780	0.090030	0.090912	0.075832	0.086351	0.098964	0.063170	0.081006	0.061662
is	0.101105	0.062060	0.130327	0.092237	0.063478	0.069866	0.083571	0.085964	0.067869	0.066944	0.099477	0.077102
training	0.068652	0.075558	0.078820	0.077937	0.084107	0.088969	0.084142	0.125202	0.082827	0.086117	0.093974	0.053695
his	0.055031	0.054630	0.130425	0.082854	0.089206	0.084425	0.088089	0.077200	0.059365	0.077304	0.081086	0.120385
horse	0.056890	0.087562	0.078022	0.088274	0.073251	0.085255	0.122901	0.104393	0.076633	0.083969	0.079122	0.063729
for	0.078556	0.090464	0.109087	0.061578	0.069710	0.096484	0.098811	0.086555	0.075834	0.077645	0.090995	0.064281
a	0.061387	0.064459	0.097072	0.124354	0.084229	0.059341	0.100845	0.078989	0.073065	0.083835	0.093025	0.079398
competition	0.078146	0.036862	0.114591	0.075017	0.128537	0.087519	0.075593	0.067385	0.087052	0.104543	0.081482	0.063274
.	0.070588	0.064870	0.110482	0.066857	0.101465	0.087000	0.068576	0.104178	0.091308	0.055957	0.077857	0.100863
[SEP]	0.089941	0.064202	0.084997	0.075735	0.091681	0.083417	0.075723	0.079083	0.100459	0.085241	0.107161	0.062360
