TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.055850	0.098128	0.052169	0.051819	0.095533	0.087333	0.081273	0.102107	0.085310	0.076595	0.113089	0.100795
A	0.057890	0.103828	0.046894	0.053037	0.071206	0.086045	0.095209	0.090528	0.115360	0.076180	0.114401	0.089421
person	0.074337	0.070282	0.055543	0.053889	0.108775	0.070951	0.107969	0.084582	0.088935	0.080149	0.087145	0.117443
is	0.068529	0.097899	0.060642	0.062958	0.073492	0.101222	0.091228	0.076928	0.087782	0.076863	0.118694	0.083763
training	0.066612	0.106079	0.058325	0.057001	0.072004	0.086468	0.092012	0.081655	0.104467	0.070573	0.095432	0.109371
his	0.072063	0.085289	0.083877	0.051368	0.096378	0.094386	0.093090	0.073602	0.100448	0.058459	0.099661	0.091379
horse	0.079356	0.104210	0.051024	0.065612	0.063489	0.098275	0.094065	0.067184	0.075816	0.068988	0.126678	0.105302
for	0.070837	0.107804	0.055398	0.054989	0.068344	0.105763	0.093257	0.071876	0.083683	0.073173	0.106533	0.108344
a	0.067343	0.088438	0.074066	0.059312	0.081632	0.076480	0.078534	0.082438	0.122567	0.087171	0.092288	0.089731
competition	0.066592	0.084806	0.052966	0.068429	0.058581	0.104547	0.093902	0.087637	0.109272	0.077548	0.115676	0.080045
.	0.069275	0.099046	0.066178	0.073088	0.066319	0.106312	0.087110	0.087645	0.072609	0.063588	0.124939	0.083889
[SEP]	0.064925	0.096526	0.054178	0.056370	0.076688	0.082293	0.092365	0.077662	0.085796	0.091370	0.134452	0.087374
