TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.068809	0.087631	0.093702	0.079984	0.075665	0.090947	0.055452	0.094952	0.068967	0.071687	0.126532	0.085673
A	0.084499	0.086016	0.075576	0.087845	0.082121	0.054816	0.061007	0.104757	0.087158	0.083156	0.082470	0.110579
person	0.094151	0.099537	0.095797	0.069990	0.071995	0.082580	0.060902	0.108515	0.080879	0.073501	0.088392	0.073761
is	0.070606	0.076261	0.079670	0.098289	0.059235	0.114393	0.077145	0.087417	0.061894	0.066620	0.100600	0.107870
training	0.084172	0.113713	0.073427	0.078540	0.091655	0.072020	0.092351	0.089429	0.055013	0.079386	0.072034	0.098261
his	0.106489	0.063546	0.090155	0.088966	0.074632	0.068014	0.048198	0.086238	0.088840	0.084898	0.097551	0.102472
horse	0.075238	0.089482	0.088790	0.078316	0.072206	0.057805	0.064273	0.110795	0.075034	0.087074	0.079691	0.121297
for	0.090843	0.095375	0.091153	0.076588	0.087945	0.045020	0.059900	0.109952	0.079218	0.083741	0.091313	0.088951
a	0.062941	0.092926	0.083456	0.089046	0.076361	0.081185	0.074615	0.099389	0.068089	0.075295	0.097058	0.099639
competition	0.083648	0.100216	0.111877	0.083356	0.073342	0.054983	0.050713	0.098248	0.075919	0.101421	0.079197	0.087080
.	0.076839	0.079622	0.099728	0.084308	0.068119	0.073299	0.045324	0.103419	0.088575	0.078684	0.090183	0.111900
[SEP]	0.065728	0.089593	0.092390	0.091035	0.080279	0.069686	0.067044	0.077850	0.080446	0.093097	0.086183	0.106668
