TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.066299	0.110554	0.064827	0.086691	0.100540	0.072207	0.096779	0.102247	0.076091	0.065519	0.077348	0.080897
A	0.082010	0.103822	0.058212	0.077639	0.096468	0.066104	0.117077	0.089470	0.087080	0.074519	0.082465	0.065133
person	0.086961	0.094632	0.079458	0.080506	0.106634	0.075333	0.114880	0.081354	0.093278	0.058407	0.052694	0.075864
is	0.092893	0.113533	0.059825	0.063060	0.088685	0.098001	0.112826	0.071583	0.090073	0.076531	0.061502	0.071486
training	0.080648	0.091128	0.064019	0.078253	0.121775	0.084064	0.115569	0.077407	0.089518	0.064863	0.057285	0.075469
his	0.092587	0.098971	0.074219	0.093864	0.095554	0.070709	0.100053	0.075954	0.084186	0.069227	0.067188	0.077488
horse	0.072320	0.090231	0.060133	0.075283	0.103840	0.065501	0.104114	0.100136	0.076265	0.077257	0.094220	0.080700
for	0.079961	0.097903	0.076922	0.079129	0.127152	0.069615	0.099698	0.083106	0.092149	0.062655	0.060582	0.071127
a	0.068138	0.082148	0.063581	0.091468	0.101284	0.072302	0.106617	0.092075	0.088887	0.078125	0.080972	0.074402
competition	0.087764	0.099653	0.072792	0.060155	0.092557	0.076489	0.103702	0.087135	0.086348	0.054097	0.068702	0.110606
.	0.082870	0.120299	0.072251	0.088884	0.069553	0.069436	0.093222	0.095821	0.087891	0.069686	0.077725	0.072361
[SEP]	0.106186	0.081652	0.048288	0.072750	0.130427	0.062081	0.116823	0.077266	0.087523	0.061974	0.071716	0.083315
