TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.098925	0.073131	0.097974	0.107414	0.075343	0.068961	0.072265	0.067443	0.078702	0.063018	0.120993	0.075832
A	0.094760	0.071536	0.099761	0.088447	0.063598	0.086343	0.067760	0.057066	0.106701	0.061385	0.126660	0.075983
person	0.098835	0.099162	0.088898	0.078943	0.077014	0.050111	0.062471	0.073926	0.104845	0.062064	0.136001	0.067730
is	0.111125	0.059441	0.096865	0.108014	0.070140	0.062853	0.054829	0.055571	0.100305	0.057985	0.147269	0.075604
training	0.108929	0.077068	0.074228	0.101661	0.073428	0.076257	0.059198	0.067617	0.077139	0.063348	0.127845	0.093281
his	0.105242	0.069242	0.076881	0.079434	0.065503	0.084631	0.088192	0.073368	0.097417	0.051130	0.116695	0.092266
horse	0.115422	0.058869	0.084397	0.065657	0.073112	0.078030	0.073736	0.065336	0.111701	0.057910	0.142704	0.073125
for	0.088573	0.079103	0.072928	0.081027	0.079282	0.091399	0.074326	0.074463	0.117869	0.054507	0.101644	0.084878
a	0.108106	0.053122	0.088864	0.075689	0.079099	0.076718	0.073882	0.079368	0.106340	0.062275	0.110302	0.086233
competition	0.077465	0.074173	0.087532	0.121589	0.078293	0.076512	0.066952	0.073862	0.092708	0.070590	0.096248	0.084075
.	0.122877	0.051752	0.108720	0.086922	0.073896	0.090916	0.074918	0.071879	0.088198	0.050093	0.118182	0.061647
[SEP]	0.098105	0.085784	0.078232	0.068498	0.098100	0.061861	0.078389	0.091269	0.079431	0.065830	0.116434	0.078066
