TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.064214	0.088454	0.063203	0.126981	0.052045	0.082715	0.127557	0.071335	0.077751	0.114953	0.075010	0.055782
A	0.083662	0.075534	0.105856	0.079858	0.082766	0.081529	0.069442	0.069922	0.077470	0.080516	0.125661	0.067784
person	0.070435	0.117932	0.068512	0.110202	0.062679	0.091925	0.072427	0.049658	0.094106	0.082859	0.077124	0.102139
is	0.059806	0.104191	0.077467	0.064846	0.093040	0.095961	0.088774	0.066885	0.083303	0.117963	0.073914	0.073849
training	0.061433	0.103383	0.051177	0.061968	0.068284	0.093820	0.095391	0.078458	0.080380	0.152926	0.075322	0.077459
his	0.070208	0.069158	0.082649	0.058905	0.123897	0.101233	0.112672	0.041925	0.093317	0.084512	0.081167	0.080355
horse	0.108618	0.073749	0.077492	0.114422	0.063262	0.102307	0.071034	0.084463	0.063328	0.085049	0.085570	0.070706
for	0.066849	0.097596	0.093398	0.073364	0.068792	0.098005	0.084925	0.066885	0.072976	0.113563	0.084517	0.079130
a	0.071601	0.131590	0.086408	0.059677	0.085936	0.092962	0.074571	0.049583	0.089992	0.099429	0.079967	0.078282
competition	0.061793	0.095731	0.068567	0.090890	0.083612	0.095165	0.077293	0.070805	0.076650	0.112241	0.097224	0.070029
.	0.051566	0.089108	0.083112	0.095508	0.103812	0.082906	0.074625	0.089224	0.064947	0.082645	0.101030	0.081517
[SEP]	0.073276	0.062505	0.078979	0.087012	0.102088	0.084558	0.081979	0.121634	0.072619	0.090621	0.061773	0.082958
