TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.009089	0.128241	0.020866	0.130804	0.004659	0.027800	0.008957	0.007636	0.043215	0.010233	0.449534	0.158966
A	0.191843	0.055174	0.012184	0.017359	0.006045	0.001520	0.008817	0.000410	0.000911	0.003158	0.041645	0.660934
person	0.045099	0.204239	0.045702	0.030529	0.006954	0.019432	0.017812	0.002712	0.008391	0.014222	0.018860	0.586048
is	0.277583	0.089277	0.017500	0.007294	0.003673	0.002758	0.001368	0.000099	0.000348	0.000627	0.009777	0.589698
training	0.105987	0.088689	0.022273	0.140358	0.080137	0.037444	0.007557	0.002880	0.008646	0.007729	0.013892	0.484407
his	0.104687	0.021797	0.008070	0.017255	0.044454	0.004211	0.016005	0.005042	0.001029	0.004504	0.016457	0.756488
horse	0.042897	0.072112	0.010500	0.044594	0.210734	0.169463	0.051849	0.005591	0.033697	0.068781	0.013542	0.276239
for	0.032847	0.017785	0.004913	0.038882	0.072125	0.029734	0.013526	0.025730	0.054923	0.039251	0.030861	0.639422
a	0.159832	0.003736	0.001767	0.014074	0.035901	0.002551	0.007249	0.236651	0.028174	0.055343	0.039823	0.414899
competition	0.014247	0.003726	0.001981	0.016760	0.019777	0.017880	0.005052	0.325180	0.257001	0.091369	0.017808	0.229220
.	0.025883	0.020139	0.001761	0.008464	0.001917	0.002633	0.003164	0.008567	0.009007	0.003058	0.033395	0.882012
[SEP]	0.063281	0.070535	0.025840	0.024915	0.022248	0.034234	0.062652	0.010989	0.053182	0.046567	0.083257	0.502302
