TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.019292	0.097329	0.017041	0.154348	0.069376	0.033217	0.021743	0.037061	0.075209	0.079219	0.286950	0.109215
A	0.062710	0.151823	0.020672	0.032154	0.013037	0.007995	0.007509	0.015414	0.043476	0.067419	0.205364	0.372426
person	0.061573	0.107304	0.050867	0.066357	0.013682	0.006922	0.002137	0.017333	0.032608	0.056531	0.085673	0.499015
is	0.153527	0.194008	0.031838	0.135830	0.011065	0.012537	0.006051	0.013750	0.079015	0.037107	0.185585	0.139686
training	0.080634	0.033454	0.038130	0.061767	0.067520	0.015704	0.004020	0.048346	0.102884	0.224160	0.109721	0.213660
his	0.080644	0.308240	0.245014	0.071466	0.008112	0.054659	0.006834	0.005677	0.020186	0.015762	0.153225	0.030182
horse	0.020752	0.009132	0.006597	0.010279	0.158449	0.008638	0.033520	0.055843	0.023746	0.453376	0.012494	0.207173
for	0.104159	0.036639	0.021894	0.124572	0.051443	0.009005	0.002859	0.049787	0.109690	0.030999	0.077405	0.381547
a	0.100530	0.100590	0.041122	0.166152	0.014232	0.009668	0.001509	0.035134	0.224790	0.062265	0.145570	0.098440
competition	0.028830	0.012500	0.012846	0.014490	0.016223	0.005158	0.001124	0.111643	0.119585	0.298309	0.017680	0.361611
.	0.074405	0.196692	0.032908	0.074183	0.023697	0.026497	0.010836	0.010310	0.027195	0.019129	0.199745	0.304403
[SEP]	0.026474	0.029191	0.051854	0.041740	0.059175	0.032099	0.045628	0.025958	0.027284	0.039957	0.032773	0.587867
