TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.026623	0.027725	0.010984	0.024870	0.002779	0.020328	0.000774	0.001168	0.006188	0.002393	0.014006	0.862161
A	0.003679	0.058583	0.136704	0.085825	0.004490	0.036787	0.002839	0.004216	0.002511	0.003918	0.021260	0.639188
person	0.003494	0.134960	0.059114	0.020939	0.002942	0.020766	0.003683	0.000865	0.003886	0.010122	0.012153	0.727076
is	0.012158	0.146037	0.076643	0.079072	0.040103	0.031973	0.003724	0.008974	0.009210	0.004764	0.043439	0.543904
training	0.001692	0.012756	0.014166	0.022338	0.018835	0.008838	0.009868	0.016361	0.003977	0.007353	0.007205	0.876611
his	0.005232	0.010847	0.006029	0.045327	0.024118	0.012346	0.037056	0.040711	0.010888	0.007641	0.016389	0.783415
horse	0.000452	0.000441	0.002007	0.002806	0.005332	0.001208	0.001885	0.000717	0.000104	0.000901	0.001085	0.983064
for	0.004723	0.006252	0.004632	0.018049	0.575191	0.024183	0.005750	0.025657	0.032844	0.020346	0.018442	0.263931
a	0.007342	0.007661	0.013221	0.033286	0.097111	0.039213	0.010847	0.219045	0.064359	0.089998	0.054975	0.362942
competition	0.001622	0.000456	0.002175	0.002255	0.007415	0.000946	0.007761	0.009718	0.003438	0.036667	0.026793	0.900756
.	0.003451	0.007125	0.003282	0.008607	0.011424	0.004857	0.002429	0.008564	0.028435	0.021769	0.049397	0.850659
[SEP]	0.003910	0.001488	0.001291	0.002778	0.000513	0.000849	0.000424	0.000606	0.000923	0.001645	0.007000	0.978573
