TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.004173	0.006886	0.004039	0.033645	0.002292	0.003119	0.000914	0.001143	0.003324	0.001752	0.001761	0.936953
A	0.002732	0.063011	0.008984	0.009480	0.005513	0.010389	0.001629	0.001800	0.006867	0.003522	0.005093	0.880981
person	0.003608	0.005312	0.028818	0.008814	0.001795	0.003051	0.002956	0.000609	0.001430	0.014227	0.003929	0.925451
is	0.004405	0.003889	0.004361	0.072110	0.003556	0.004104	0.001142	0.002428	0.002361	0.001984	0.005180	0.894480
training	0.001021	0.001885	0.000993	0.005074	0.008801	0.005201	0.000514	0.000703	0.000957	0.000675	0.001223	0.972953
his	0.001763	0.007263	0.002271	0.001440	0.001074	0.053669	0.001426	0.000284	0.002428	0.003040	0.002776	0.922564
horse	0.000341	0.000364	0.000878	0.000472	0.000676	0.001465	0.003376	0.000367	0.000224	0.000744	0.000404	0.990691
for	0.000192	0.000447	0.000547	0.002346	0.002589	0.002620	0.000536	0.034085	0.003472	0.001665	0.001465	0.950035
a	0.001206	0.005006	0.002329	0.004431	0.002707	0.009047	0.000668	0.004983	0.022263	0.006489	0.002959	0.937912
competition	0.000512	0.001027	0.004284	0.001118	0.000341	0.005028	0.000893	0.000765	0.001814	0.012070	0.000886	0.971261
.	0.004715	0.004165	0.010599	0.002815	0.006490	0.003377	0.003049	0.001798	0.001799	0.005949	0.029510	0.925734
[SEP]	0.002337	0.004983	0.006126	0.002126	0.002457	0.003741	0.002686	0.001728	0.003670	0.005606	0.005919	0.958622
