TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.039984	0.138706	0.039244	0.065936	0.051342	0.032778	0.069160	0.120455	0.112757	0.039854	0.241732	0.048052
A	0.081850	0.053495	0.069570	0.061113	0.079380	0.168660	0.076205	0.059678	0.082048	0.078006	0.048409	0.141587
person	0.242605	0.030633	0.100543	0.096825	0.051598	0.104602	0.032341	0.036483	0.024608	0.106159	0.042915	0.130689
is	0.051380	0.025192	0.100634	0.063876	0.096600	0.274237	0.056548	0.050337	0.039654	0.104306	0.033414	0.103823
training	0.252092	0.024520	0.176451	0.061980	0.057454	0.095980	0.084284	0.022839	0.013084	0.068447	0.021653	0.121217
his	0.118526	0.044293	0.061843	0.117579	0.045012	0.132953	0.034252	0.048557	0.044460	0.068050	0.063019	0.221456
horse	0.249132	0.015965	0.163878	0.062141	0.105913	0.103158	0.032350	0.014739	0.010492	0.107406	0.018451	0.116375
for	0.115753	0.037789	0.066344	0.065393	0.122307	0.076661	0.053463	0.052422	0.032562	0.161839	0.050224	0.165241
a	0.078599	0.064731	0.045736	0.098076	0.112623	0.100090	0.041596	0.053788	0.066460	0.114633	0.071982	0.151687
competition	0.088942	0.031471	0.263735	0.089636	0.082684	0.171297	0.112238	0.028772	0.021570	0.020567	0.043448	0.045640
.	0.061991	0.066704	0.032378	0.052900	0.093578	0.073866	0.043102	0.077391	0.104451	0.108831	0.109138	0.175672
[SEP]	0.071451	0.123288	0.028819	0.109993	0.062555	0.050255	0.051257	0.057419	0.085644	0.059183	0.083967	0.216170
