TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.001262	0.021617	0.001855	0.046556	0.039884	0.028568	0.028189	0.010117	0.007107	0.007003	0.390005	0.417838
A	0.001553	0.038849	0.028282	0.026794	0.004341	0.001817	0.007589	0.001039	0.000805	0.000843	0.002647	0.885440
person	0.001833	0.005289	0.001405	0.012223	0.001474	0.001565	0.000459	0.000683	0.000497	0.000203	0.005707	0.968661
is	0.003373	0.011773	0.009526	0.062142	0.047092	0.008209	0.003742	0.002606	0.005714	0.003122	0.005091	0.837610
training	0.002601	0.017540	0.005223	0.014319	0.023964	0.074198	0.150117	0.016146	0.006968	0.005518	0.016860	0.666546
his	0.005420	0.009467	0.017290	0.008709	0.002230	0.010659	0.140073	0.004798	0.001200	0.003866	0.010941	0.785347
horse	0.011074	0.007941	0.000749	0.010399	0.000439	0.006319	0.002356	0.007286	0.002290	0.001016	0.021771	0.928360
for	0.003870	0.003048	0.000529	0.004646	0.003153	0.003722	0.002454	0.033281	0.165434	0.134363	0.007803	0.637697
a	0.005356	0.002206	0.001430	0.001771	0.001759	0.001042	0.004111	0.006372	0.034715	0.160240	0.009002	0.771994
competition	0.052064	0.007900	0.001304	0.009656	0.001535	0.002782	0.003213	0.012888	0.008414	0.007065	0.020941	0.872239
.	0.040900	0.150866	0.009808	0.010854	0.002654	0.006081	0.005678	0.001059	0.004258	0.008178	0.073947	0.685717
[SEP]	0.047683	0.045392	0.017179	0.027016	0.019248	0.016192	0.009244	0.014047	0.028265	0.037011	0.083436	0.655288
