TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.002013	0.260369	0.010385	0.068061	0.005203	0.016111	0.000393	0.016444	0.049562	0.004657	0.557402	0.009400
A	0.054063	0.180619	0.017484	0.044182	0.007313	0.018629	0.006624	0.003169	0.011454	0.005917	0.103140	0.547406
person	0.038437	0.260722	0.016399	0.087856	0.011841	0.098558	0.003736	0.003350	0.023591	0.002932	0.069403	0.383176
is	0.094413	0.270062	0.035872	0.024841	0.015571	0.047290	0.016459	0.001363	0.007101	0.004367	0.099782	0.382877
training	0.101033	0.160127	0.067924	0.115665	0.067147	0.040406	0.008564	0.015218	0.019881	0.013646	0.097419	0.292969
his	0.082151	0.133704	0.028610	0.113705	0.029883	0.020029	0.007686	0.009100	0.011669	0.007504	0.033205	0.522753
horse	0.064813	0.185460	0.024711	0.067185	0.129594	0.216751	0.014260	0.006464	0.015877	0.007145	0.066592	0.201148
for	0.074952	0.103020	0.042203	0.064478	0.172076	0.066120	0.014687	0.007739	0.030489	0.016283	0.025465	0.382489
a	0.187371	0.165898	0.042743	0.090980	0.079411	0.051584	0.010791	0.016162	0.030749	0.009927	0.056260	0.258124
competition	0.105038	0.089418	0.031650	0.093425	0.069198	0.066549	0.007558	0.071430	0.117774	0.020720	0.074252	0.252988
.	0.044713	0.090042	0.015206	0.057657	0.006779	0.017166	0.003368	0.007059	0.017572	0.008040	0.049905	0.682491
[SEP]	0.040187	0.017709	0.022127	0.018086	0.016931	0.019366	0.016654	0.017325	0.016491	0.031805	0.033636	0.749683
