TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.019795	0.016012	0.007220	0.005545	0.004148	0.009832	0.010326	0.005584	0.014278	0.024236	0.002204	0.880820
A	0.001744	0.063299	0.088151	0.086962	0.048522	0.019715	0.009807	0.022999	0.020947	0.024998	0.019604	0.593253
person	0.000563	0.029517	0.096267	0.021856	0.047670	0.012809	0.010765	0.025971	0.016405	0.019017	0.004065	0.715094
is	0.001374	0.070062	0.035758	0.070020	0.178837	0.027170	0.006663	0.088515	0.052924	0.014981	0.008290	0.445405
training	0.000823	0.010177	0.007803	0.021346	0.180802	0.008780	0.035687	0.064460	0.029825	0.040955	0.003801	0.595542
his	0.000702	0.015148	0.050663	0.011901	0.005318	0.001949	0.012420	0.003799	0.004242	0.012776	0.003708	0.877374
horse	0.000888	0.001904	0.013864	0.003513	0.004012	0.000694	0.025662	0.002669	0.001256	0.002773	0.008464	0.934299
for	0.000637	0.001847	0.001845	0.004381	0.021417	0.000741	0.003394	0.014739	0.036655	0.506370	0.003486	0.404486
a	0.001178	0.005373	0.018839	0.020606	0.072708	0.000363	0.005866	0.030162	0.030104	0.418213	0.007715	0.388873
competition	0.001662	0.003193	0.014608	0.006593	0.024912	0.000817	0.058770	0.008596	0.020655	0.085365	0.003188	0.771641
.	0.001471	0.084249	0.008961	0.064937	0.014321	0.010888	0.007409	0.027834	0.063799	0.028751	0.014697	0.672683
[SEP]	0.010304	0.004787	0.001674	0.002614	0.000676	0.002506	0.001587	0.000978	0.003661	0.000868	0.008415	0.961931
