TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.073573	0.012167	0.005592	0.014297	0.007197	0.015528	0.001702	0.004165	0.001862	0.003528	0.019492	0.840897
A	0.083696	0.011300	0.271992	0.199251	0.250843	0.072708	0.019530	0.014840	0.003771	0.012815	0.024687	0.034566
person	0.037211	0.012633	0.010870	0.066298	0.445682	0.291541	0.008202	0.031915	0.023768	0.005337	0.010932	0.055612
is	0.048137	0.001881	0.004393	0.020372	0.632619	0.123703	0.051767	0.036301	0.013664	0.017185	0.017489	0.032490
training	0.036529	0.001634	0.005773	0.051213	0.026475	0.033714	0.400783	0.347224	0.014465	0.012300	0.037851	0.032039
his	0.031398	0.000444	0.002386	0.020691	0.039501	0.013798	0.435304	0.264790	0.032220	0.014157	0.069973	0.075339
horse	0.028449	0.000987	0.000342	0.005697	0.007477	0.024363	0.010621	0.124439	0.232828	0.024560	0.068544	0.471693
for	0.013777	0.000192	0.001333	0.001235	0.000963	0.002818	0.103337	0.030085	0.274771	0.443528	0.108380	0.019580
a	0.037184	0.000300	0.000959	0.001030	0.001141	0.003118	0.037215	0.024569	0.030598	0.394426	0.346142	0.123317
competition	0.034525	0.002309	0.000608	0.002688	0.000739	0.002821	0.006699	0.031251	0.039778	0.028343	0.302835	0.547403
.	0.048974	0.011673	0.003314	0.008002	0.006288	0.006410	0.001191	0.004478	0.008578	0.007126	0.040597	0.853370
[SEP]	0.010791	0.001793	0.000687	0.002434	0.001018	0.003341	0.001309	0.003427	0.004100	0.002255	0.012129	0.956716
