TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.011479	0.022142	0.022322	0.014534	0.093476	0.015425	0.079407	0.058716	0.022984	0.098729	0.045455	0.515332
A	0.001088	0.003625	0.002647	0.007458	0.010768	0.002048	0.020581	0.006712	0.002430	0.014741	0.009446	0.918456
person	0.002294	0.006436	0.013880	0.014924	0.058264	0.006231	0.108425	0.018075	0.010941	0.072880	0.004771	0.682879
is	0.001257	0.002726	0.002955	0.006021	0.019787	0.002186	0.043229	0.011338	0.004788	0.035922	0.004194	0.865597
training	0.000264	0.000218	0.000395	0.000593	0.009543	0.000336	0.026118	0.006047	0.001007	0.017053	0.001629	0.936796
his	0.001077	0.000755	0.001726	0.000962	0.012652	0.001130	0.031259	0.005942	0.001673	0.027524	0.003135	0.912164
horse	0.002386	0.001377	0.002449	0.002516	0.015716	0.002155	0.048121	0.013827	0.003846	0.026130	0.006067	0.875409
for	0.002486	0.001576	0.002268	0.000874	0.009039	0.001462	0.044932	0.003597	0.003218	0.028290	0.003795	0.898464
a	0.000790	0.000591	0.001653	0.000847	0.013516	0.000994	0.036257	0.004532	0.001794	0.036230	0.002224	0.900571
competition	0.000780	0.000516	0.001321	0.001538	0.018828	0.000690	0.040155	0.006376	0.001817	0.062375	0.002372	0.863234
.	0.006739	0.010229	0.010130	0.011969	0.017561	0.007537	0.036331	0.014453	0.012289	0.053390	0.016695	0.802677
[SEP]	0.071614	0.084795	0.073545	0.085356	0.080929	0.073123	0.077964	0.082804	0.077432	0.081604	0.105269	0.105566
