TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.035039	0.036472	0.015077	0.010410	0.021426	0.002557	0.002383	0.003682	0.002137	0.001837	0.008622	0.860358
A	0.000780	0.013011	0.416442	0.039312	0.016321	0.005326	0.020110	0.001415	0.001707	0.008607	0.002866	0.474103
person	0.002467	0.001849	0.003940	0.031077	0.008361	0.003145	0.001321	0.000671	0.000757	0.000403	0.002144	0.943862
is	0.000573	0.005539	0.015995	0.099548	0.253093	0.033784	0.014723	0.002977	0.004720	0.001464	0.000879	0.566705
training	0.000505	0.003505	0.003238	0.008890	0.016690	0.334696	0.126857	0.012037	0.024661	0.014863	0.005953	0.448105
his	0.000669	0.000956	0.003860	0.002046	0.001972	0.014877	0.241054	0.012569	0.002391	0.014396	0.002899	0.702310
horse	0.030734	0.001582	0.000203	0.000644	0.000884	0.008140	0.003758	0.008137	0.007408	0.001143	0.005286	0.932079
for	0.002583	0.003470	0.000524	0.000510	0.001012	0.014546	0.006007	0.023917	0.387300	0.045130	0.028608	0.486393
a	0.007120	0.003414	0.003843	0.000961	0.001998	0.010820	0.017645	0.042641	0.035354	0.287251	0.104546	0.484407
competition	0.008289	0.002171	0.000332	0.000544	0.000196	0.000651	0.000258	0.003223	0.002582	0.001650	0.030706	0.949396
.	0.003385	0.156342	0.004835	0.007813	0.002879	0.002776	0.000388	0.007976	0.002463	0.003258	0.143975	0.663911
[SEP]	0.004916	0.003097	0.004664	0.014441	0.002988	0.004233	0.010150	0.001374	0.003565	0.006494	0.020819	0.923257
