TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.008622	0.017447	0.001807	0.030456	0.004812	0.008415	0.005111	0.010846	0.010407	0.004696	0.037654	0.859727
A	0.024950	0.018110	0.002976	0.019612	0.002692	0.001215	0.002461	0.012012	0.004897	0.003380	0.077692	0.830002
person	0.020621	0.133267	0.016120	0.015728	0.003858	0.033643	0.002630	0.002268	0.045032	0.020598	0.015020	0.691215
is	0.017626	0.014436	0.014622	0.027455	0.018699	0.010174	0.030106	0.006457	0.005028	0.007552	0.016024	0.831822
training	0.014281	0.006399	0.003129	0.046736	0.024646	0.006541	0.018048	0.006264	0.002749	0.003381	0.008141	0.859685
his	0.006940	0.005039	0.001441	0.004816	0.033582	0.004461	0.003430	0.009175	0.005148	0.004973	0.007711	0.913284
horse	0.005445	0.011813	0.002726	0.015146	0.021144	0.129707	0.014745	0.001226	0.004896	0.002188	0.005528	0.785435
for	0.021458	0.001819	0.003579	0.009499	0.046810	0.010078	0.022607	0.006020	0.005279	0.012011	0.007836	0.853005
a	0.009878	0.003004	0.001752	0.014285	0.011249	0.001776	0.004518	0.053472	0.009870	0.018697	0.007858	0.863642
competition	0.009907	0.017718	0.003551	0.009741	0.013781	0.009538	0.003085	0.023182	0.061825	0.035517	0.006048	0.806110
.	0.025137	0.003094	0.007156	0.006874	0.027907	0.003296	0.030397	0.010815	0.005307	0.060373	0.019720	0.799924
[SEP]	0.057516	0.021835	0.007234	0.012754	0.019653	0.011170	0.024369	0.006161	0.008921	0.022071	0.070372	0.737945
