TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.062791	0.006767	0.018285	0.009989	0.008657	0.011418	0.016804	0.002097	0.003803	0.006918	0.008664	0.843809
A	0.003143	0.034025	0.055422	0.015292	0.026305	0.005360	0.006506	0.003875	0.005145	0.012844	0.015210	0.816872
person	0.002075	0.017964	0.011601	0.006348	0.009612	0.003543	0.012631	0.003880	0.001871	0.005273	0.007388	0.917814
is	0.002690	0.039773	0.072085	0.029268	0.016024	0.006274	0.019426	0.001985	0.001214	0.005516	0.015267	0.790480
training	0.002686	0.021931	0.074983	0.027962	0.058378	0.025823	0.146592	0.008095	0.003735	0.013257	0.020586	0.595972
his	0.004850	0.115752	0.714945	0.019367	0.001583	0.002515	0.010574	0.001037	0.001267	0.001483	0.014495	0.112130
horse	0.005729	0.025298	0.037565	0.021295	0.018549	0.006035	0.140773	0.005879	0.009621	0.007059	0.016827	0.705368
for	0.001810	0.011166	0.014750	0.009123	0.067515	0.023279	0.358315	0.072246	0.015203	0.061770	0.011020	0.353804
a	0.006079	0.044620	0.069946	0.028261	0.060731	0.019368	0.132358	0.062953	0.039242	0.181226	0.014002	0.341214
competition	0.004445	0.010406	0.046662	0.016979	0.021436	0.005356	0.135263	0.012350	0.022275	0.087980	0.013983	0.622865
.	0.008733	0.035918	0.048069	0.038902	0.019142	0.004287	0.069615	0.013649	0.013568	0.034767	0.098965	0.614385
[SEP]	0.004138	0.001321	0.000510	0.001050	0.000426	0.000596	0.005001	0.001368	0.002078	0.001661	0.017024	0.964827
