TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.059620	0.018304	0.026657	0.018220	0.008237	0.032715	0.009738	0.002778	0.015286	0.006601	0.029592	0.772253
A	0.090164	0.004372	0.005947	0.009893	0.001350	0.012799	0.001927	0.003582	0.007467	0.001909	0.092939	0.767651
person	0.053949	0.045600	0.030889	0.297209	0.009481	0.132710	0.004737	0.032416	0.044314	0.027003	0.091431	0.230261
is	0.126336	0.020014	0.021600	0.014400	0.005295	0.078670	0.002141	0.009592	0.021739	0.003565	0.133556	0.563092
training	0.084921	0.007683	0.011869	0.061436	0.012559	0.076972	0.335923	0.028798	0.019723	0.097761	0.214493	0.047862
his	0.078991	0.040335	0.050573	0.053477	0.018269	0.018936	0.061672	0.014880	0.043879	0.007884	0.182258	0.428847
horse	0.047049	0.047713	0.066493	0.085306	0.045015	0.039408	0.115167	0.033275	0.105630	0.013390	0.318398	0.083156
for	0.193014	0.023712	0.039107	0.051732	0.005525	0.039131	0.004070	0.007784	0.035577	0.019661	0.198452	0.382234
a	0.150234	0.009417	0.008222	0.012832	0.001904	0.005806	0.002946	0.005178	0.013561	0.003619	0.131971	0.654308
competition	0.154285	0.031254	0.065265	0.025109	0.022096	0.037355	0.024199	0.023245	0.055285	0.018603	0.270302	0.273003
.	0.110600	0.084598	0.013261	0.166584	0.006274	0.022180	0.006776	0.016300	0.054760	0.004488	0.066649	0.447529
[SEP]	0.145722	0.002848	0.002603	0.001435	0.001207	0.003214	0.001744	0.001933	0.001839	0.001388	0.072141	0.763926
