TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.632369	0.040152	0.015054	0.029561	0.020738	0.029416	0.020182	0.023841	0.029023	0.015081	0.056275	0.088307
A	0.212325	0.016210	0.724958	0.027862	0.000498	0.002816	0.009412	0.000450	0.000018	0.000049	0.001672	0.003731
person	0.498097	0.018608	0.004463	0.401638	0.010645	0.035738	0.000720	0.003330	0.005548	0.000016	0.002704	0.018491
is	0.248093	0.001873	0.000083	0.013160	0.696625	0.031434	0.000224	0.001592	0.004811	0.000089	0.000060	0.001957
training	0.645662	0.003912	0.000493	0.001859	0.006146	0.281150	0.005848	0.009332	0.006357	0.035799	0.002473	0.000967
his	0.535234	0.001288	0.000851	0.016197	0.003859	0.062720	0.294948	0.028012	0.004698	0.000690	0.044326	0.007177
horse	0.818515	0.000201	0.000037	0.000474	0.019240	0.027417	0.005594	0.024234	0.039263	0.003989	0.007175	0.053860
for	0.431989	0.000243	0.000025	0.001676	0.017972	0.004931	0.019132	0.036322	0.412887	0.002532	0.013548	0.058744
a	0.335798	0.000397	0.000485	0.000029	0.000321	0.009189	0.008256	0.004975	0.023342	0.561920	0.030589	0.024701
competition	0.609598	0.001390	0.000484	0.000065	0.000054	0.002109	0.004409	0.015200	0.013161	0.001212	0.242235	0.110084
.	0.327279	0.000072	0.000217	0.000800	0.000144	0.000011	0.000965	0.009262	0.004721	0.001932	0.024875	0.629721
[SEP]	0.906174	0.000323	0.000023	0.000180	0.000357	0.000174	0.000019	0.000384	0.007451	0.001498	0.005485	0.077933
