TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.017091	0.038970	0.083652	0.160193	0.041370	0.105543	0.048985	0.049962	0.029181	0.124220	0.124857	0.175976
A	0.281810	0.166993	0.000553	0.000112	0.000072	0.001040	0.000077	0.000102	0.044175	0.000053	0.171903	0.333110
person	0.173034	0.000389	0.033344	0.000853	0.000007	0.000646	0.000096	0.000009	0.001030	0.000180	0.071682	0.718730
is	0.212449	0.000281	0.000606	0.045551	0.000009	0.000339	0.000047	0.000046	0.001346	0.000082	0.047774	0.691471
training	0.091501	0.000025	0.000001	0.000002	0.584407	0.000038	0.000110	0.001024	0.000085	0.000027	0.013589	0.309190
his	0.286340	0.001352	0.000217	0.000268	0.000174	0.101995	0.000250	0.000074	0.002152	0.000017	0.048527	0.558632
horse	0.117493	0.000022	0.000023	0.000014	0.000163	0.000073	0.231262	0.000020	0.000048	0.000037	0.009231	0.641613
for	0.264485	0.000163	0.000003	0.000023	0.000746	0.000049	0.000010	0.037816	0.000266	0.000039	0.016982	0.679419
a	0.253233	0.040033	0.000955	0.000716	0.000087	0.001255	0.000146	0.000482	0.194762	0.000101	0.033237	0.474994
competition	0.163042	0.000066	0.000084	0.000054	0.000154	0.000030	0.000040	0.000199	0.000302	0.102101	0.013164	0.720765
.	0.163261	0.035589	0.011855	0.008190	0.001738	0.002670	0.001505	0.002945	0.002550	0.000096	0.119263	0.650340
[SEP]	0.031815	0.002484	0.002067	0.003697	0.002256	0.002794	0.002540	0.002544	0.004756	0.002326	0.030997	0.911724
