TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.012834	0.016602	0.003756	0.063598	0.312212	0.006036	0.385622	0.036324	0.007044	0.120339	0.021622	0.014011
A	0.001093	0.272083	0.003937	0.006589	0.001249	0.010754	0.004693	0.000472	0.010354	0.001601	0.010897	0.676279
person	0.000534	0.005991	0.181407	0.001377	0.000488	0.001451	0.004808	0.000128	0.000288	0.003951	0.001163	0.798413
is	0.000138	0.001234	0.000274	0.220399	0.000776	0.000104	0.000080	0.000089	0.000163	0.000060	0.000820	0.775862
training	0.000014	0.000008	0.000007	0.000092	0.701282	0.000105	0.007538	0.000262	0.000026	0.000640	0.001104	0.288923
his	0.001166	0.006405	0.000906	0.000334	0.001793	0.572559	0.031309	0.000056	0.001147	0.000911	0.003220	0.380195
horse	0.000005	0.000007	0.000004	0.000006	0.000581	0.000037	0.830114	0.000001	0.000001	0.000032	0.000068	0.169143
for	0.000653	0.000595	0.000251	0.001721	0.026978	0.000189	0.001730	0.067225	0.004064	0.065292	0.001500	0.829803
a	0.000344	0.003778	0.000253	0.001339	0.002012	0.001322	0.000638	0.001459	0.041432	0.024186	0.003905	0.919330
competition	0.000066	0.000073	0.000039	0.000057	0.001605	0.000095	0.001522	0.000356	0.000424	0.163097	0.000312	0.832353
.	0.000474	0.000789	0.000286	0.000395	0.000038	0.000198	0.000019	0.000035	0.000395	0.000087	0.035005	0.962280
[SEP]	0.004831	0.001152	0.000647	0.002678	0.002495	0.001224	0.003589	0.001098	0.000672	0.001699	0.008732	0.971183
