TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.031380	0.007614	0.007911	0.005771	0.006170	0.002123	0.011072	0.003804	0.001436	0.024066	0.010412	0.888241
A	0.002196	0.034258	0.095028	0.045583	0.004509	0.003823	0.010273	0.004999	0.002175	0.019150	0.007339	0.770667
person	0.004337	0.063603	0.018705	0.027094	0.020806	0.003814	0.021750	0.002193	0.003367	0.014813	0.011017	0.808501
is	0.004034	0.112265	0.024072	0.144727	0.012929	0.008549	0.003949	0.007097	0.008874	0.010217	0.009858	0.653430
training	0.001001	0.004416	0.002065	0.008349	0.031322	0.001999	0.008806	0.085519	0.010218	0.052410	0.004265	0.789630
his	0.003343	0.014431	0.069441	0.023349	0.009673	0.011241	0.194750	0.024882	0.011958	0.071008	0.020845	0.545078
horse	0.000751	0.001279	0.005723	0.003700	0.074243	0.001122	0.020206	0.024347	0.000590	0.015862	0.002435	0.849742
for	0.002150	0.005752	0.001262	0.011311	0.120253	0.004989	0.012078	0.016552	0.025553	0.049357	0.008960	0.741784
a	0.004358	0.003781	0.005078	0.022874	0.029330	0.005250	0.024989	0.042357	0.020126	0.173946	0.031110	0.636802
competition	0.000972	0.000701	0.002291	0.000765	0.010666	0.000660	0.007921	0.015599	0.001623	0.020741	0.006602	0.931459
.	0.003677	0.009608	0.008090	0.021550	0.003803	0.002546	0.003497	0.006558	0.006411	0.014273	0.020650	0.899337
[SEP]	0.003638	0.002594	0.002570	0.004359	0.005292	0.000908	0.003484	0.002847	0.002228	0.004386	0.006960	0.960735
