TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.137664	0.043535	0.029545	0.064801	0.076694	0.032637	0.120406	0.068988	0.032638	0.068038	0.023494	0.301560
A	0.020232	0.002968	0.004187	0.007708	0.026603	0.006853	0.062240	0.045934	0.009075	0.010110	0.042871	0.761219
person	0.043118	0.004300	0.002608	0.005758	0.046708	0.008032	0.223929	0.014820	0.006015	0.060298	0.011495	0.572918
is	0.015798	0.006675	0.008249	0.010841	0.065846	0.006703	0.062017	0.034820	0.005545	0.022498	0.026610	0.734399
training	0.078945	0.042043	0.045774	0.064098	0.008241	0.014995	0.012641	0.015361	0.012617	0.024339	0.025217	0.655730
his	0.127377	0.021789	0.074973	0.035133	0.026964	0.013153	0.029194	0.045404	0.014558	0.021981	0.065398	0.524077
horse	0.097834	0.026831	0.141906	0.039622	0.008941	0.015910	0.023137	0.004670	0.004833	0.053328	0.031291	0.551697
for	0.048334	0.114622	0.090164	0.134956	0.042107	0.030284	0.015122	0.007058	0.022415	0.047432	0.056498	0.391010
a	0.020615	0.014847	0.018766	0.043346	0.029582	0.006162	0.020189	0.014636	0.004345	0.019850	0.050710	0.756949
competition	0.079112	0.011270	0.138792	0.031937	0.024467	0.007187	0.054923	0.007236	0.006419	0.052745	0.025107	0.560804
.	0.091189	0.064202	0.025159	0.024810	0.007384	0.024174	0.007934	0.010770	0.015559	0.006740	0.299965	0.422114
[SEP]	0.321980	0.120478	0.047759	0.048216	0.025978	0.045552	0.031178	0.046161	0.043579	0.017848	0.215326	0.035946
