TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.200229	0.108051	0.047870	0.032719	0.038534	0.053930	0.037550	0.057408	0.111831	0.076041	0.120272	0.115565
A	0.011622	0.068884	0.052973	0.166500	0.110398	0.061705	0.068511	0.074359	0.085354	0.121310	0.144237	0.034147
person	0.027135	0.037005	0.062182	0.071623	0.120167	0.071119	0.095330	0.116960	0.053042	0.067091	0.155010	0.123337
is	0.010012	0.041143	0.056554	0.286874	0.112537	0.037422	0.131142	0.073391	0.058001	0.062811	0.083658	0.046455
training	0.036156	0.153199	0.038903	0.094181	0.064305	0.143622	0.030321	0.118693	0.138537	0.047069	0.106786	0.028229
his	0.010827	0.044578	0.081111	0.051753	0.115654	0.097497	0.161177	0.056681	0.056489	0.176051	0.107691	0.040492
horse	0.005654	0.153854	0.088361	0.019649	0.208015	0.148106	0.108108	0.050805	0.064814	0.085950	0.039960	0.026723
for	0.022405	0.074877	0.049901	0.048991	0.099127	0.086249	0.078679	0.096565	0.102439	0.092877	0.171616	0.076273
a	0.007714	0.101625	0.041548	0.073539	0.067374	0.102962	0.072868	0.126062	0.108751	0.073724	0.152417	0.071418
competition	0.085824	0.035361	0.016432	0.171308	0.026115	0.032373	0.016779	0.088386	0.119612	0.025589	0.249868	0.132354
.	0.009415	0.059484	0.077488	0.052268	0.078800	0.066456	0.095965	0.076907	0.094162	0.129715	0.178981	0.080361
[SEP]	0.029843	0.078110	0.043405	0.036396	0.069232	0.088111	0.091160	0.049532	0.137181	0.129188	0.185095	0.062746
