TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.547063	0.056166	0.040682	0.053986	0.028933	0.022643	0.032838	0.049825	0.040649	0.047593	0.046327	0.033295
A	0.035541	0.095353	0.151330	0.266252	0.185950	0.059231	0.022783	0.074845	0.020623	0.039642	0.031581	0.016872
person	0.030075	0.174766	0.103477	0.140596	0.214108	0.211768	0.025192	0.020727	0.043437	0.026191	0.005237	0.004428
is	0.002973	0.341666	0.254996	0.060430	0.012868	0.246920	0.023577	0.017929	0.014026	0.005163	0.014928	0.004524
training	0.017207	0.058730	0.411524	0.107527	0.132365	0.112863	0.116921	0.013624	0.005555	0.015836	0.006398	0.001450
his	0.004518	0.153684	0.177324	0.269530	0.069680	0.118077	0.082446	0.062280	0.041631	0.005674	0.011671	0.003485
horse	0.012575	0.086014	0.071022	0.109287	0.093856	0.406066	0.069316	0.052688	0.076956	0.012767	0.007562	0.001891
for	0.002427	0.078022	0.074299	0.134208	0.119734	0.144578	0.155414	0.091893	0.079803	0.054264	0.058415	0.006942
a	0.007581	0.071929	0.060563	0.079348	0.048176	0.088133	0.146741	0.173524	0.107567	0.046168	0.147498	0.022770
competition	0.014157	0.029712	0.110612	0.061240	0.067687	0.120087	0.164133	0.191475	0.110894	0.045760	0.058215	0.026029
.	0.002653	0.027298	0.010377	0.043081	0.059278	0.067824	0.049947	0.173152	0.236758	0.171258	0.114310	0.044063
[SEP]	0.025327	0.064404	0.054983	0.038262	0.014219	0.063581	0.042404	0.093591	0.106246	0.206747	0.258998	0.031238
