TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.009105	0.519301	0.054018	0.199639	0.010113	0.020665	0.002491	0.016372	0.124018	0.029661	0.011873	0.002743
A	0.001729	0.574565	0.085529	0.111970	0.007490	0.007433	0.000197	0.007212	0.044359	0.022743	0.026502	0.110271
person	0.002105	0.074892	0.046521	0.037023	0.025369	0.006598	0.001284	0.009843	0.032242	0.051576	0.024619	0.687928
is	0.000670	0.046293	0.006226	0.070251	0.024618	0.002876	0.000765	0.010524	0.029574	0.010069	0.047507	0.750627
training	0.000073	0.001772	0.000588	0.000764	0.233639	0.003675	0.201888	0.023517	0.002303	0.072132	0.002305	0.457342
his	0.004647	0.021908	0.014867	0.006334	0.056287	0.106661	0.145390	0.009876	0.008668	0.192500	0.017462	0.415401
horse	0.000100	0.000566	0.000350	0.000835	0.020972	0.003881	0.238327	0.000964	0.000412	0.005934	0.004145	0.723513
for	0.000690	0.002166	0.000947	0.003589	0.080418	0.000963	0.004535	0.096077	0.027518	0.683886	0.002549	0.096662
a	0.001249	0.029506	0.003665	0.009712	0.033962	0.002512	0.000968	0.022759	0.096104	0.648005	0.005230	0.146330
competition	0.000157	0.001399	0.000209	0.000354	0.037198	0.001039	0.080720	0.005624	0.002592	0.669998	0.000532	0.200179
.	0.000585	0.036373	0.003836	0.012101	0.002037	0.000564	0.000196	0.002188	0.004340	0.002973	0.061262	0.873545
[SEP]	0.021334	0.060026	0.048129	0.076853	0.055629	0.024784	0.112851	0.018143	0.052000	0.031947	0.173274	0.325029
