TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.017785	0.012244	0.018869	0.008599	0.006527	0.004852	0.003125	0.006550	0.001899	0.009523	0.008029	0.901998
A	0.006663	0.022346	0.020080	0.019618	0.007899	0.006257	0.001581	0.004455	0.000431	0.002892	0.030360	0.877419
person	0.004522	0.097791	0.026846	0.024994	0.012405	0.003910	0.000520	0.001459	0.000218	0.001121	0.006353	0.819861
is	0.007949	0.528432	0.185076	0.022799	0.023850	0.002229	0.000546	0.000508	0.000070	0.000837	0.010760	0.216943
training	0.016214	0.093280	0.194784	0.281849	0.030023	0.010509	0.026891	0.004015	0.000313	0.001512	0.009694	0.330916
his	0.007701	0.092790	0.241511	0.280146	0.017370	0.012503	0.032865	0.007933	0.001011	0.001063	0.005076	0.300032
horse	0.004730	0.015101	0.003313	0.018668	0.033573	0.062909	0.017450	0.011610	0.002044	0.001438	0.002544	0.826618
for	0.007358	0.004869	0.011262	0.042808	0.185141	0.102149	0.351438	0.072859	0.006997	0.017397	0.010509	0.187212
a	0.004205	0.010401	0.033008	0.083554	0.156535	0.062096	0.158608	0.275509	0.004882	0.025915	0.017034	0.168253
competition	0.004468	0.004612	0.003232	0.020374	0.034926	0.022161	0.044797	0.319343	0.083618	0.053906	0.016166	0.392397
.	0.003346	0.012584	0.009522	0.041630	0.073403	0.051556	0.126291	0.138197	0.055154	0.130758	0.016273	0.341286
[SEP]	0.006952	0.003565	0.002045	0.004662	0.003200	0.002963	0.002290	0.002438	0.001413	0.002130	0.005046	0.963296
