TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.123875	0.017086	0.002229	0.000485	0.000080	0.001162	0.000215	0.000216	0.001468	0.000386	0.037829	0.814969
A	0.011240	0.001520	0.000010	0.000001	0.000038	0.000012	0.000000	0.000019	0.000000	0.000002	0.012643	0.974515
person	0.000179	0.961075	0.000638	0.000036	0.000046	0.002617	0.000004	0.000001	0.000026	0.000010	0.000199	0.035169
is	0.000255	0.002728	0.982549	0.003620	0.000692	0.000178	0.002042	0.000001	0.000000	0.000005	0.000003	0.007926
training	0.000188	0.000014	0.001192	0.989383	0.000138	0.000257	0.000186	0.000005	0.000004	0.000001	0.000000	0.008632
his	0.000043	0.000009	0.000057	0.000527	0.994962	0.000722	0.000338	0.000317	0.000003	0.000017	0.000001	0.003005
horse	0.000057	0.000255	0.000018	0.000046	0.000085	0.981948	0.000167	0.000014	0.000143	0.000030	0.000002	0.017236
for	0.000587	0.000002	0.000371	0.000007	0.000046	0.000417	0.875346	0.000727	0.000051	0.005193	0.000096	0.117156
a	0.001230	0.000001	0.000002	0.000004	0.000407	0.000139	0.000713	0.970365	0.001395	0.000937	0.000415	0.024390
competition	0.000476	0.000204	0.000024	0.000007	0.000015	0.001442	0.000923	0.000783	0.889568	0.001475	0.001337	0.103746
.	0.003361	0.001183	0.000586	0.000005	0.000028	0.000133	0.002046	0.000801	0.003169	0.796355	0.016952	0.175380
[SEP]	0.516714	0.018990	0.009452	0.024404	0.007211	0.025458	0.011989	0.013719	0.031414	0.010061	0.034093	0.296495
