TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.020361	0.057582	0.012853	0.196286	0.014567	0.054758	0.009201	0.120517	0.026766	0.006998	0.056311	0.423800
A	0.007730	0.014281	0.101965	0.272757	0.068262	0.071948	0.040249	0.090684	0.028473	0.035348	0.198750	0.069550
person	0.203368	0.026419	0.037861	0.009064	0.188789	0.055458	0.102908	0.032100	0.111140	0.030749	0.022085	0.180060
is	0.012802	0.048376	0.036154	0.156903	0.062708	0.139744	0.032562	0.107297	0.126419	0.027080	0.145593	0.104362
training	0.033573	0.009735	0.146987	0.015616	0.118114	0.044583	0.182503	0.066877	0.029959	0.228778	0.045759	0.077516
his	0.067318	0.016782	0.062718	0.138807	0.083875	0.067739	0.103236	0.131688	0.088826	0.017561	0.059590	0.161861
horse	0.051737	0.008266	0.064307	0.006553	0.397852	0.034861	0.212879	0.022193	0.019503	0.094689	0.006780	0.080383
for	0.028629	0.055678	0.018975	0.162433	0.039590	0.106895	0.034640	0.060001	0.132102	0.025225	0.050066	0.285766
a	0.007299	0.021550	0.020503	0.352357	0.016855	0.069615	0.017181	0.123884	0.044412	0.009368	0.084348	0.232626
competition	0.005602	0.005521	0.143008	0.006775	0.100010	0.018888	0.527134	0.009809	0.012529	0.098566	0.010224	0.061935
.	0.000653	0.022746	0.016385	0.356590	0.007527	0.093455	0.006823	0.066551	0.095620	0.006305	0.207635	0.119709
[SEP]	0.003423	0.020804	0.003760	0.002756	0.010194	0.020425	0.002443	0.002604	0.009261	0.008774	0.004945	0.910612
