TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.041100	0.031045	0.014560	0.021804	0.007839	0.030171	0.034198	0.020909	0.035952	0.026753	0.075661	0.660007
A	0.038653	0.319416	0.005980	0.017929	0.002340	0.011624	0.003156	0.004348	0.231238	0.001953	0.059033	0.304330
person	0.035522	0.017967	0.214984	0.005584	0.000252	0.002234	0.004966	0.000938	0.036024	0.000877	0.049984	0.630668
is	0.040854	0.016615	0.002610	0.202263	0.000745	0.007651	0.002101	0.001872	0.020915	0.001308	0.023932	0.679134
training	0.019606	0.002806	0.000890	0.003366	0.400096	0.004239	0.002988	0.000806	0.002147	0.006501	0.046952	0.509603
his	0.094976	0.006812	0.000700	0.005427	0.001930	0.338921	0.001863	0.001135	0.004586	0.000524	0.031972	0.511152
horse	0.161585	0.003604	0.002175	0.003210	0.000518	0.006911	0.099100	0.002230	0.009306	0.000446	0.060874	0.650041
for	0.066920	0.003116	0.000489	0.001824	0.000113	0.001766	0.000331	0.328677	0.004381	0.000245	0.018493	0.573645
a	0.091390	0.356604	0.009778	0.009322	0.000494	0.010025	0.001604	0.013907	0.292069	0.001669	0.027324	0.185815
competition	0.123689	0.009497	0.001320	0.008809	0.009051	0.003089	0.000341	0.003691	0.002368	0.256926	0.040730	0.540487
.	0.036759	0.009420	0.014808	0.025760	0.003409	0.012557	0.002437	0.008345	0.008372	0.004133	0.054746	0.819253
[SEP]	0.015258	0.010056	0.008318	0.007743	0.003060	0.004219	0.005124	0.004513	0.007010	0.003151	0.020891	0.910657
