TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.020314	0.006612	0.043294	0.004430	0.002902	0.001094	0.015928	0.001650	0.012348	0.017828	0.011400	0.862201
A	0.003070	0.067903	0.185538	0.048874	0.022170	0.024802	0.072578	0.011243	0.151499	0.160238	0.035517	0.216568
person	0.003406	0.014369	0.035293	0.010104	0.004799	0.002737	0.076410	0.004430	0.008947	0.045418	0.013089	0.780997
is	0.004188	0.099087	0.190285	0.029842	0.017068	0.010154	0.090256	0.015745	0.117561	0.094464	0.025054	0.306296
training	0.008996	0.047561	0.095630	0.060888	0.012903	0.006297	0.024983	0.032748	0.024106	0.045711	0.018894	0.621284
his	0.002674	0.023901	0.036906	0.027970	0.015021	0.006635	0.131310	0.020536	0.034813	0.110997	0.028325	0.560912
horse	0.007382	0.022699	0.056813	0.043959	0.006549	0.011461	0.016424	0.004345	0.004476	0.024631	0.012184	0.789077
for	0.005567	0.032745	0.061965	0.021335	0.012336	0.010302	0.020193	0.006525	0.044344	0.069701	0.007089	0.707899
a	0.006662	0.099808	0.139019	0.059986	0.013084	0.017468	0.039681	0.016582	0.101163	0.094294	0.038532	0.373722
competition	0.007120	0.012210	0.053353	0.019858	0.007713	0.009199	0.063188	0.006756	0.006641	0.025345	0.014116	0.774499
.	0.005620	0.027643	0.034854	0.025308	0.011266	0.006082	0.044456	0.014976	0.051497	0.133057	0.018192	0.627049
[SEP]	0.012474	0.006053	0.002781	0.005682	0.004911	0.005148	0.005951	0.002532	0.005703	0.007727	0.009709	0.931328
