TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.213415	0.032540	0.004874	0.042437	0.023026	0.019583	0.016198	0.014176	0.021943	0.007597	0.062170	0.542042
A	0.190119	0.372742	0.000068	0.001037	0.000522	0.000553	0.000386	0.000450	0.026706	0.000731	0.019508	0.387179
person	0.258375	0.001017	0.336486	0.002442	0.000350	0.000245	0.000065	0.000018	0.000171	0.000018	0.013135	0.387678
is	0.227955	0.009634	0.001007	0.190059	0.001317	0.001254	0.000375	0.000082	0.000385	0.000067	0.008694	0.559172
training	0.127097	0.002581	0.000189	0.001427	0.673503	0.000063	0.000213	0.000073	0.000078	0.000129	0.004571	0.190077
his	0.256866	0.047042	0.068599	0.049930	0.000894	0.372818	0.001404	0.000608	0.001450	0.000029	0.012065	0.188296
horse	0.172785	0.004881	0.001047	0.004683	0.002470	0.001005	0.523233	0.000216	0.000306	0.000077	0.001612	0.287684
for	0.297308	0.026956	0.000991	0.009305	0.001627	0.005903	0.000738	0.307755	0.001323	0.000224	0.005110	0.342759
a	0.129795	0.639590	0.002854	0.019994	0.001315	0.013477	0.000973	0.002311	0.057976	0.000117	0.005915	0.125684
competition	0.190647	0.017439	0.000712	0.008313	0.009539	0.001178	0.010224	0.032092	0.006137	0.402651	0.011995	0.309073
.	0.234697	0.045412	0.014706	0.189165	0.037873	0.060712	0.008480	0.024423	0.016872	0.001249	0.029706	0.336705
[SEP]	0.253863	0.040664	0.007145	0.061132	0.028450	0.018706	0.017170	0.016245	0.031040	0.005633	0.040348	0.479604
