TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.842539	0.010712	0.005073	0.005477	0.011927	0.005697	0.004246	0.008213	0.016954	0.011131	0.025438	0.052592
A	0.100522	0.110091	0.078709	0.055325	0.061458	0.122584	0.044873	0.106451	0.136842	0.049824	0.092720	0.040600
person	0.051255	0.084470	0.084246	0.111778	0.072714	0.249066	0.081470	0.080076	0.061367	0.043450	0.036692	0.043418
is	0.092885	0.124586	0.071202	0.070375	0.085588	0.098024	0.084406	0.078073	0.091680	0.061849	0.099380	0.041950
training	0.124919	0.068371	0.151897	0.075685	0.018448	0.115984	0.081476	0.082976	0.095013	0.042902	0.085007	0.057322
his	0.046210	0.107798	0.119229	0.074130	0.045940	0.211971	0.039530	0.087023	0.099661	0.029613	0.100038	0.038857
horse	0.033825	0.035954	0.228839	0.210361	0.029492	0.208944	0.037966	0.056373	0.050442	0.034843	0.044464	0.028498
for	0.092377	0.093492	0.123623	0.072762	0.060411	0.121553	0.043480	0.079252	0.099719	0.035581	0.122403	0.055347
a	0.042628	0.128119	0.049956	0.074135	0.048767	0.132786	0.033693	0.143518	0.131871	0.035584	0.113798	0.065146
competition	0.058223	0.065594	0.106821	0.068951	0.047256	0.108177	0.140821	0.120634	0.093989	0.023906	0.108632	0.056996
.	0.114876	0.079823	0.028327	0.052562	0.055574	0.050423	0.029658	0.096177	0.142112	0.040205	0.136150	0.174114
[SEP]	0.744477	0.011691	0.001705	0.003143	0.004688	0.005191	0.001610	0.010467	0.021189	0.005692	0.035164	0.154983
