TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.040944	0.040640	0.013627	0.006996	0.003655	0.004559	0.002486	0.005946	0.003218	0.005133	0.021030	0.851765
A	0.029488	0.012377	0.527049	0.025304	0.000918	0.003170	0.002091	0.000213	0.000122	0.005046	0.003306	0.390915
person	0.046278	0.007286	0.012604	0.269676	0.031803	0.007638	0.001754	0.003144	0.000275	0.000428	0.006206	0.612908
is	0.026351	0.002269	0.004435	0.007668	0.759570	0.011371	0.004625	0.000486	0.000348	0.000394	0.000756	0.181727
training	0.036757	0.012622	0.022586	0.022375	0.017096	0.484326	0.058807	0.016264	0.007469	0.006774	0.004071	0.310852
his	0.029173	0.001871	0.009141	0.009037	0.009899	0.014322	0.390406	0.004925	0.001982	0.003480	0.004761	0.521004
horse	0.014301	0.000699	0.000422	0.012875	0.005013	0.018829	0.007128	0.214358	0.006108	0.001781	0.026316	0.692169
for	0.011833	0.000636	0.000373	0.000143	0.001245	0.006986	0.017467	0.002635	0.494855	0.344430	0.011495	0.107902
a	0.060053	0.000426	0.002974	0.000238	0.000576	0.002084	0.010457	0.002311	0.011204	0.512917	0.034995	0.361767
competition	0.013759	0.002406	0.001288	0.000811	0.000109	0.002502	0.002512	0.011164	0.004485	0.006836	0.251534	0.702594
.	0.009584	0.005025	0.000868	0.000115	0.000055	0.000118	0.000206	0.000554	0.002866	0.004346	0.027038	0.949225
[SEP]	0.008393	0.009805	0.012387	0.005065	0.003148	0.010648	0.007592	0.009507	0.011363	0.019606	0.039497	0.862988
