TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.044963	0.035996	0.073563	0.037516	0.038994	0.042132	0.014920	0.016176	0.017752	0.030172	0.023338	0.624479
A	0.010902	0.025813	0.069890	0.125532	0.159285	0.167056	0.053622	0.059384	0.085877	0.078342	0.100748	0.063549
person	0.018540	0.023502	0.015498	0.015927	0.103540	0.139346	0.124593	0.053584	0.100841	0.095348	0.039523	0.269758
is	0.009164	0.011897	0.012284	0.011579	0.061625	0.133788	0.067598	0.174015	0.199698	0.226761	0.056051	0.035540
training	0.011211	0.002196	0.002830	0.008065	0.031697	0.047460	0.052284	0.459907	0.033250	0.155091	0.033422	0.162586
his	0.042629	0.007005	0.002814	0.008765	0.027710	0.025125	0.031769	0.062675	0.055561	0.052378	0.081529	0.602039
horse	0.012929	0.002557	0.001445	0.001774	0.005158	0.010081	0.012477	0.011200	0.008823	0.039880	0.008764	0.884912
for	0.014806	0.009462	0.003589	0.007034	0.013130	0.021226	0.033270	0.055273	0.090324	0.213830	0.089391	0.448665
a	0.025448	0.019135	0.003290	0.011803	0.011177	0.015520	0.017984	0.034040	0.064635	0.128130	0.110907	0.557931
competition	0.004934	0.002278	0.001271	0.002508	0.004241	0.004923	0.009641	0.017771	0.013514	0.058323	0.009422	0.871174
.	0.020790	0.026682	0.014021	0.020155	0.018866	0.016483	0.015988	0.014684	0.018628	0.034217	0.038429	0.761057
[SEP]	0.013469	0.000588	0.000371	0.000736	0.001062	0.001288	0.001369	0.002167	0.001012	0.001916	0.002798	0.973223
