TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.069207	0.034389	0.153734	0.041907	0.072134	0.040603	0.025727	0.044104	0.082790	0.119272	0.243169	0.072965
A	0.077774	0.003924	0.004098	0.021317	0.003168	0.011164	0.002189	0.016450	0.065150	0.001133	0.705346	0.088288
person	0.166715	0.059923	0.004183	0.174616	0.019007	0.100790	0.086010	0.013303	0.059946	0.011544	0.107591	0.196372
is	0.085907	0.021476	0.009407	0.535472	0.018214	0.020491	0.007244	0.015589	0.038949	0.002318	0.121706	0.123226
training	0.219982	0.037445	0.031211	0.054749	0.034285	0.037163	0.013072	0.066667	0.092458	0.083977	0.128239	0.200750
his	0.236424	0.016261	0.004826	0.037738	0.006977	0.021403	0.003352	0.015883	0.084098	0.001120	0.329352	0.242566
horse	0.278448	0.037563	0.010590	0.071788	0.005451	0.021166	0.020711	0.037289	0.021044	0.244927	0.096375	0.154647
for	0.155727	0.019945	0.003824	0.021759	0.021016	0.018709	0.012198	0.034111	0.094066	0.099547	0.340920	0.178178
a	0.115352	0.011244	0.008206	0.014680	0.026528	0.022971	0.019385	0.041518	0.076198	0.030776	0.502812	0.130329
competition	0.164328	0.035641	0.024101	0.033446	0.074086	0.027304	0.089673	0.071184	0.038565	0.213212	0.101236	0.127224
.	0.066875	0.022511	0.150309	0.034999	0.075418	0.033823	0.026918	0.058767	0.057947	0.125549	0.264021	0.082864
[SEP]	0.314793	0.013923	0.019267	0.012526	0.016543	0.011779	0.015712	0.010973	0.017926	0.020814	0.090257	0.455487
