TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.001869	0.010445	0.016405	0.025501	0.137911	0.019671	0.169802	0.017040	0.009816	0.082643	0.020428	0.488471
A	0.001905	0.001893	0.002136	0.002852	0.008157	0.002196	0.046489	0.000827	0.000692	0.007563	0.001583	0.923707
person	0.017635	0.005524	0.020968	0.006080	0.022482	0.013405	0.205358	0.002412	0.002599	0.026683	0.001780	0.675072
is	0.006284	0.004110	0.009274	0.009157	0.037695	0.005260	0.172666	0.003232	0.001804	0.037761	0.002352	0.710405
training	0.002094	0.000424	0.001361	0.001060	0.023075	0.001364	0.317816	0.001270	0.000246	0.023583	0.001056	0.626653
his	0.008400	0.000758	0.002840	0.000926	0.011508	0.003849	0.144251	0.000911	0.000866	0.021368	0.001103	0.803218
horse	0.009273	0.002787	0.008566	0.005091	0.011038	0.006423	0.176386	0.002002	0.001425	0.015666	0.006648	0.754695
for	0.001186	0.000176	0.000602	0.000485	0.003586	0.000544	0.038464	0.000293	0.000143	0.013547	0.000847	0.940127
a	0.003717	0.000381	0.001148	0.000521	0.007705	0.000792	0.091821	0.000645	0.000391	0.019357	0.000809	0.872712
competition	0.010381	0.001389	0.005823	0.001931	0.011529	0.001687	0.244364	0.000926	0.000550	0.020715	0.002229	0.698476
.	0.010016	0.004371	0.007319	0.005932	0.011985	0.003868	0.029143	0.002554	0.002051	0.014952	0.007118	0.900690
[SEP]	0.063803	0.064470	0.073127	0.079237	0.087209	0.080745	0.102430	0.061426	0.057753	0.085722	0.078446	0.165633
